"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"
"D "	"2022-02-09 10:32:30"	224	"c1931 "	15719	0	102751	534435	124160	31	21	0	""	NA	NA	"F02"
"D "	"2022-02-09 10:32:39"	203	"c1931 "	15719	0	11919	39	124672	408	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 10:32:43"	906	"c1931 "	15719	0	11919	60592	124160	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 10:32:43"	655	"c1931 "	15719	0	11919	28	124672	140	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 10:32:45"	99	"c1931 "	15719	0	127945	13644360	124672	1462	1168	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:02:08"	856	"c1931 "	15719	0	114875	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:02:09"	612	"c1931 "	15719	0	112875	4561	124672	196	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:02:10"	355	"c1931 "	15719	0	129945	40	124672	586	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:02:15"	743	"c1931 "	15719	0	118875	11	124416	380	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:02:15"	129	"c1931 "	15719	0	112875	34	124928	656	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:02:18"	671	"c1931 "	15719	0	118876	29053	124416	2694	14	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:02:23"	405	"c1931 "	15719	0	110877	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-09 11:39:02"	970	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-09 11:02:25"	538	"c1931 "	15719	0	129945	17550041	124672	2392	1496	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:39:13"	254	"c1931 "	15719	0	9921	26	124672	240	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:39:15"	1019	"c1931 "	15719	0	5921	137676	123136	500	13	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:39:19"	752	"c1931 "	15719	0	3921	26	124160	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:39:21"	971	"c1931 "	15719	0	7921	8	124672	539	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:39:21"	379	"c1931 "	15719	0	11921	75	124672	1329	9	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:39:34"	471	"c1931 "	15719	0	17921	682439	124416	47	35	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:40:05"	729	"c1931 "	15719	0	1921	32	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:40:08"	247	"c1931 "	15719	0	3921	752870	124672	895	47	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:40:58"	1003	"c1931 "	15719	0	9921	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:40:59"	295	"c1931 "	15719	0	1921	15338	123904	123	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:41:00"	921	"c1931 "	15719	0	9921	28	124672	222	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:41:01"	273	"c1931 "	15719	0	19921	255785	124416	158	14	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:41:07"	129	"c1931 "	15719	0	9921	33	124672	370	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 11:41:10"	181	"c1931 "	15719	0	9921	85904	124416	219	6	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:41:12"	629	"c1931 "	15719	0	1921	40	124672	520	3	1	"01103FE3B3"	NA	NA	"F02"
"D "	"2022-02-09 11:41:16"	275	"c1931 "	15719	0	2	24559	124672	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:41:17"	805	"c1931 "	15719	0	2	58	124672	778	6	1	"01103FE3B3"	NA	NA	"F02"
"D "	"2022-02-09 11:41:25"	490	"c1931 "	15719	0	116850	3308307	124160	519	277	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:17"	876	"c1931 "	15719	0	116850	28	124672	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 11:48:18"	177	"c1931 "	15719	0	126850	82803	124416	7	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:20"	575	"c1931 "	15719	0	101778	40	124672	443	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 11:48:24"	255	"c1931 "	15719	0	118850	30336	124416	143	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:25"	879	"c1931 "	15719	0	68098	71	124672	1107	8	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:48:36"	945	"c1931 "	15719	0	9922	109502	124672	16	6	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:38"	954	"c1931 "	15719	0	9922	53	124928	629	5	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:48:45"	149	"c1931 "	15719	0	3922	471	124416	3	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:46"	254	"c1931 "	15719	0	2850	53	124672	628	5	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:48:53"	800	"c1931 "	15719	0	4851	49482	123904	100	4	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:48:54"	756	"c1931 "	15719	0	2851	35	124672	252	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:48:57"	124	"c1931 "	15719	0	0	123935	124672	11	9	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:01"	880	"c1931 "	15719	0	0	29	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:49:02"	243	"c1931 "	15719	0	0	5837	124160	12	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:03"	628	"c1931 "	15719	0	0	30	124672	238	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:49:04"	804	"c1931 "	15719	0	0	61371	124416	129	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:05"	937	"c1931 "	15719	0	0	42	124416	430	3	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:09"	46	"c1931 "	15719	0	0	53	124416	12	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:10"	802	"c1931 "	15719	0	0	30	124160	126	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:11"	897	"c1931 "	15719	0	0	996	124672	1453	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:12"	933	"c1931 "	15719	0	0	36	124160	252	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:15"	1021	"c1931 "	15719	0	68629	27	124160	151	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:15"	206	"c1931 "	15719	0	14472	73	124672	1042	8	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:27"	1014	"c1931 "	15719	0	107285	36242	124672	49	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:27"	753	"c1931 "	15719	0	107285	32	124416	124	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:29"	497	"c1931 "	15719	0	105573	217392	124672	22	21	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:49:38"	878	"c1931 "	15719	0	101285	44	124672	378	3	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:49:42"	463	"c1931 "	15719	0	118877	662008	123648	124	56	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:50:48"	876	"c1931 "	15719	0	112876	44	124672	564	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 11:50:52"	108	"c1931 "	15719	0	116876	30395	124160	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:50:53"	380	"c1931 "	15719	0	118877	38	124160	342	2	1	"3B00193EAD"	NA	NA	"F02"
"D "	"2022-02-09 11:50:56"	239	"c1931 "	15719	0	118878	11550	124928	581	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:50:57"	231	"c1931 "	15719	0	112877	56	124672	746	5	1	"3B00193EAD"	NA	NA	"F02"
"D "	"2022-02-09 11:51:04"	385	"c1931 "	15719	0	116876	48916	124416	3	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:51:05"	729	"c1931 "	15719	0	118876	32	124672	164	1	1	"3B00193EAD"	NA	NA	"F02"
"D "	"2022-02-09 11:51:06"	889	"c1931 "	15719	0	116876	509390	124160	42	39	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:51:43"	605	"c1931 "	15719	0	116876	33	124672	274	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:51:45"	17	"c1931 "	15719	0	124877	13704	124416	112	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:51:46"	905	"c1931 "	15719	0	112877	51	124672	602	4	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 11:51:51"	198	"c1931 "	15719	0	116878	128704	124160	50	12	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:51:56"	101	"c1931 "	15719	0	95809	39	124672	308	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 11:51:59"	300	"c1931 "	15719	0	97807	1586165	124672	125	102	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:54:18"	923	"c1931 "	15719	0	118878	33	124928	138	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:54:19"	800	"c1931 "	15719	0	101807	887439	124160	138	49	0	""	NA	NA	"F02"
"D "	"2022-02-09 11:55:14"	752	"c1931 "	15719	0	126878	40	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 11:55:17"	125	"c1931 "	15719	0	129946	2647880	122880	248	207	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:00:09"	7	"c1931 "	15719	0	123946	52	124672	562	4	1	"01103FE02C"	NA	NA	"F02"
"T "	"2022-02-09 12:17:03"	211	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-09 12:00:15"	855	"c1931 "	15719	0	5923	7765544	124672	1260	671	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:17:11"	106	"c1931 "	15719	0	106755	32	124672	296	2	1	"01103FC5AA"	NA	NA	"F02"
"D "	"2022-02-09 12:17:15"	121	"c1931 "	15719	0	5923	58545	124416	285	8	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:17:18"	625	"c1931 "	15719	0	2851	27	124160	178	1	1	"01103FC5AA"	NA	NA	"F02"
"D "	"2022-02-09 12:17:19"	680	"c1931 "	15719	0	129923	57	124928	1103	6	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:17:28"	596	"c1931 "	15719	0	4851	131660	124160	18	12	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:17:33"	528	"c1931 "	15719	0	129923	33	124672	414	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:17:36"	401	"c1931 "	15719	0	15924	954754	124416	56	50	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:32"	938	"c1931 "	15719	0	4	27	124416	126	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:18:33"	48	"c1931 "	15719	0	4	18	124416	164	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:34"	577	"c1931 "	15719	0	4	75	124672	1122	9	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:18:46"	875	"c1931 "	15719	0	4	109942	123904	9	8	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:49"	352	"c1931 "	15719	0	4	28	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:18:51"	342	"c1931 "	15719	0	4	98885	124416	10	5	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:53"	230	"c1931 "	15719	0	4	34	124160	306	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:18:56"	516	"c1931 "	15719	0	4	9	124672	442	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:56"	947	"c1931 "	15719	0	13685	28	124672	306	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:18:57"	143	"c1931 "	15719	0	100757	32	124416	23	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:18:58"	205	"c1931 "	15719	0	116853	52	124672	630	5	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:19:05"	445	"c1931 "	15719	0	112853	38991	124416	120	4	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:19:06"	177	"c1931 "	15719	0	118853	28	124672	126	1	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:19:08"	921	"c1931 "	15719	0	120853	848164	124416	81	64	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:20:27"	654	"c1931 "	15719	0	114853	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 12:20:29"	655	"c1931 "	15719	0	4853	946066	124416	97	66	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:21:52"	380	"c1931 "	15719	0	112853	29	124672	174	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 12:21:54"	75	"c1931 "	15719	0	118853	96537	124160	7	5	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:21:56"	703	"c1931 "	15719	0	112853	53	124672	702	5	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:22:03"	862	"c1931 "	15719	0	118852	624420	124416	162	49	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:22:58"	928	"c1931 "	15719	0	116852	36	124672	348	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:23:01"	398	"c1931 "	15719	0	127924	1260084	124416	330	99	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:25:18"	129	"c1931 "	15719	0	127924	30	124416	140	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:25:20"	349	"c1931 "	15719	0	6852	15	124672	377	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:25:20"	81	"c1931 "	15719	0	129924	30	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:25:22"	296	"c1931 "	15719	0	0	1492701	123904	103	90	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:27:24"	28	"c1931 "	15719	0	0	30	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:27:26"	473	"c1931 "	15719	0	9921	15280649	125184	1535	1207	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:58:53"	206	"c1931 "	15719	0	1921	31	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-09 12:58:55"	898	"c1931 "	15719	0	116850	332712	124160	80	15	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:59:00"	277	"c1931 "	15719	0	118850	31	124672	130	1	1	"01103FAD4D"	NA	NA	"F02"
"D "	"2022-02-09 12:59:02"	847	"c1931 "	15719	0	68098	290907	123904	270	24	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:59:16"	936	"c1931 "	15719	0	9922	36	124160	356	2	1	"01103FAD4D"	NA	NA	"F02"
"D "	"2022-02-09 12:59:19"	20	"c1931 "	15719	0	9922	22	124672	165	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:59:20"	929	"c1931 "	15719	0	3922	37	124672	322	2	1	"01103FAD4D"	NA	NA	"F02"
"D "	"2022-02-09 12:59:22"	214	"c1931 "	15719	0	2850	152006	124160	390	14	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:59:28"	456	"c1931 "	15719	0	4851	37	124672	340	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:59:31"	675	"c1931 "	15719	0	2851	19	124672	462	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 12:59:31"	579	"c1931 "	15719	0	0	37	124672	252	2	1	"01103FE558"	NA	NA	"F02"
"D "	"2022-02-09 12:59:34"	23	"c1931 "	15719	0	0	1121780	123904	128	84	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:01:27"	556	"c1931 "	15719	0	0	188	124416	4216	27	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:02:05"	300	"c1931 "	15719	0	68629	1739	123648	370	3	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:02:06"	924	"c1931 "	15719	0	14472	32	124928	136	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-09 13:02:11"	646	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-09 13:02:07"	651	"c1931 "	15719	0	118877	358188	124672	3723	34	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:02:40"	758	"c1931 "	15719	0	112877	50	124672	785	5	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:02:47"	19	"c1931 "	15719	0	116876	32044	124672	132	4	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:02:49"	278	"c1931 "	15719	0	118876	33	124416	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:02:52"	497	"c1931 "	15719	0	116876	26	124416	787	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:02:52"	980	"c1931 "	15719	0	116876	38	124672	408	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:02:56"	220	"c1931 "	15719	0	116878	302858	124160	40	16	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:03:03"	977	"c1931 "	15719	0	95809	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:03:04"	223	"c1931 "	15719	0	873	24568589	124160	2456	1944	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:54:37"	980	"c1931 "	15719	0	123945	27	124160	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:54:38"	1003	"c1931 "	15719	0	2873	554438	124672	504	25	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:54:54"	949	"c1931 "	15719	0	873	33	124160	288	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:54:57"	144	"c1931 "	15719	0	123945	9	123904	35	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:54:58"	929	"c1931 "	15719	0	5923	40	124416	408	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:55:02"	831	"c1931 "	15719	0	106755	232096	124672	202	10	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:55:06"	1005	"c1931 "	15719	0	5923	141	124672	2822	20	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:55:35"	683	"c1931 "	15719	0	2851	30430	124416	28	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:55:36"	752	"c1931 "	15719	0	129923	34	124672	378	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:55:39"	819	"c1931 "	15719	0	129923	539691	124416	34	23	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:55:52"	930	"c1931 "	15719	0	4	34	124160	609	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:55:55"	701	"c1931 "	15719	0	4	420379	123904	111	17	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:56:02"	126	"c1931 "	15719	0	4	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 13:56:04"	389	"c1931 "	15719	0	4	267326	124672	46	10	0	""	NA	NA	"F02"
"D "	"2022-02-09 13:56:08"	935	"c1931 "	15719	0	4	29	124672	296	1	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-09 14:04:00"	851	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-09 13:56:09"	850	"c1931 "	15719	0	0	19488415	124160	2305	1507	0	""	NA	NA	"F02"
"D "	"2022-02-09 14:36:28"	407	"c1931 "	15719	0	0	37	124672	436	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 14:36:33"	765	"c1931 "	15719	0	0	629937	123904	281	46	0	""	NA	NA	"F02"
"D "	"2022-02-09 14:37:22"	179	"c1931 "	15719	0	0	26	124672	179	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-09 14:37:24"	600	"c1931 "	15719	0	14472	600316	123904	53	29	0	""	NA	NA	"F02"
"D "	"2022-02-09 14:37:46"	1005	"c1931 "	15719	0	107285	27	124416	130	1	1	"01103FE3B3"	NA	NA	"F02"
"D "	"2022-02-09 14:37:47"	97	"c1931 "	15719	0	129944	919730	123392	78	68	0	""	NA	NA	"F02"
"D "	"2022-02-09 14:39:12"	406	"c1931 "	15719	0	129944	33	124672	366	2	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-09 15:15:03"	643	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-09 14:39:15"	130	"c1931 "	15719	0	121923	26183016	124928	5467	2018	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:33:52"	383	"c1931 "	15720	0	118852	190481	123392	44	18	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:34:21"	876	"c1931 "	15720	0	6852	26	124672	154	1	1	"0300024FEF"	NA	NA	"F02"
"D "	"2022-02-09 15:34:22"	479	"c1931 "	15720	0	120852	1077792	124672	122	77	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:36:04"	582	"c1931 "	15721	0	0	30927	124416	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:36:06"	983	"c1931 "	15722	0	0	18242	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:36:07"	807	"c1931 "	15723	0	874	67671	124672	4	4	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:36:14"	4	"c1931 "	15724	0	129945	12727	124672	281	2	0	""	NA	NA	"F02"
"D "	"2022-02-09 15:39:58"	82	"c1931 "	15725	0	129943	619013	124672	3322	49	0	""	NA	NA	"F02"
"T "	"2022-02-09 15:46:03"	840	"c1931 "	15725	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-07 10:29:40"	668	"c1937 "	2835	0	113808	33828	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:29:55"	495	"c1937 "	2836	0	105808	0	126720	0	0	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:29:55"	147	"c1937 "	2836	0	113808	26	126720	156	1	1	"0300024FEF"	NA	NA	"F03"
"D "	"2022-02-07 10:32:59"	193	"c1937 "	2837	0	116880	19368	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:33:25"	244	"c1937 "	2838	0	68629	24180	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:34:55"	141	"c1937 "	2839	0	10322	33909	126464	1	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:18"	391	"c1937 "	2840	0	11621	15	128256	120	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:20"	297	"c1937 "	2841	0	105573	21682	126720	2072	3	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:24"	25	"c1937 "	2842	0	8380	0	0	104	1	0	""	NA	NA	"F03"
"T "	"2022-02-07 10:35:26"	347	"c1937 "	2843	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:25"	422	"c1937 "	2843	0	10032	4	128000	965	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:26"	855	"c1937 "	2844	0	35759	130	128768	434	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:28"	920	"c1937 "	2845	0	0	7	127744	409	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:29"	393	"c1937 "	2846	0	48536	16	126720	465	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:29"	47	"c1937 "	2847	0	107285	627	126464	19	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:30"	169	"c1937 "	2848	0	14645	12107	126464	649	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:31"	869	"c1937 "	2849	0	105807	126	126464	4	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:31"	295	"c1937 "	2850	0	35759	23	128256	1012	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:32"	371	"c1937 "	2851	0	35759	30	125952	3	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:33"	868	"c1937 "	2852	0	107285	220	128768	78	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:34"	391	"c1937 "	2853	0	68629	19	128512	1019	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:34"	894	"c1937 "	2854	0	113809	18	127744	648	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:35"	370	"c1937 "	2855	0	113809	12	122624	843	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:35"	243	"c1937 "	2856	0	113808	30161	126464	135	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:36"	546	"c1937 "	2857	0	105573	7	122880	822	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:36"	569	"c1937 "	2858	0	11673	1051	124160	7	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:37"	734	"c1937 "	2859	0	7695	571	126208	309	1	0	""	NA	NA	"F03"
"T "	"2022-02-07 10:35:39"	288	"c1937 "	2860	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:39"	20	"c1937 "	2860	0	10156	6012	126464	164	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:40"	934	"c1937 "	2861	0	10041	6	128000	997	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:41"	382	"c1937 "	2862	0	10191	13	128256	351	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:35:41"	350	"c1937 "	2863	0	11756	84	126464	228	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:36:02"	22	"c1937 "	2864	0	10028	30981	126464	91	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:36:03"	1018	"c1937 "	2865	0	35759	4173	126464	904	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:36:04"	942	"c1937 "	2866	0	35759	6	128000	1205	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:38:50"	796	"c1937 "	2867	0	0	209	127488	76	1	0	""	NA	NA	"F03"
"D "	"2022-02-07 10:38:51"	196	"c1937 "	2868	0	4000	33807	126464	3	1	0	""	NA	NA	"F03"
