"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"
"D "	"2022-02-08 09:57:11"	596	"c1931 "	15719	0	114847	618358	124160	30	26	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:57:28"	938	"c1931 "	15719	0	9919	109	128256	2140	15	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:57:49"	47	"c1931 "	15719	0	19919	58	123904	22	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:57:50"	305	"c1931 "	15719	0	3919	75	124672	1430	9	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:58:03"	48	"c1931 "	15719	0	11919	589262	124416	370	23	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:58:16"	806	"c1931 "	15719	0	11919	27	124160	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:58:17"	96	"c1931 "	15719	0	19919	74	124672	366	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 09:58:18"	355	"c1931 "	15719	0	108751	32	124672	273	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 09:58:21"	249	"c1931 "	15719	0	127946	18206070	123904	4018	1493	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:36:56"	916	"c1931 "	15719	0	112875	27	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 10:36:57"	698	"c1931 "	15719	0	121945	6707	124160	383	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:36:58"	26	"c1931 "	15719	0	6873	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 10:37:00"	526	"c1931 "	15719	0	6873	271234	124416	87	13	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:37:05"	941	"c1931 "	15719	0	6874	58	125184	816	6	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 10:37:13"	49	"c1931 "	15719	0	129944	32	124416	13	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:37:14"	925	"c1931 "	15719	0	4873	64	124928	952	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 10:37:23"	797	"c1931 "	15719	0	129946	265	123648	300	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:37:24"	530	"c1931 "	15719	0	121946	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 10:37:26"	625	"c1931 "	15719	0	127946	43023	124160	309	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 10:37:27"	878	"c1931 "	15719	0	127947	46	124672	649	4	1	"01103F3BED"	NA	NA	"F02"
"T "	"2022-02-08 11:05:02"	892	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 10:37:32"	321	"c1931 "	15719	0	7921	20827146	123904	2503	1752	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:21:47"	54	"c1931 "	15719	0	1	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:21:49"	995	"c1931 "	15719	0	13681	27114	123904	1096	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:21:49"	180	"c1931 "	15719	0	129922	140	124672	2934	20	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:22:18"	327	"c1931 "	15719	0	123922	37147	124416	11	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:22:19"	229	"c1931 "	15719	0	2850	32	124672	390	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:22:22"	429	"c1931 "	15719	0	127922	52026	124416	251	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:22:23"	777	"c1931 "	15719	0	127922	26	124672	168	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:22:24"	998	"c1931 "	15719	0	127922	603321	124416	43	29	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:22:46"	326	"c1931 "	15719	0	127922	69	124672	1088	8	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:22:58"	579	"c1931 "	15719	0	127922	30313	124416	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:22:58"	328	"c1931 "	15719	0	123922	28	124672	242	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:00"	1010	"c1931 "	15719	0	129922	69912	124672	248	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:23:01"	945	"c1931 "	15719	0	4850	87	0	1600	11	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:17"	97	"c1931 "	15719	0	123922	27	123392	13	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:23:18"	404	"c1931 "	15719	0	4850	94	124672	1676	12	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:35"	95	"c1931 "	15719	0	4850	32817	124672	552	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:23:36"	852	"c1931 "	15719	0	129922	28	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:37"	497	"c1931 "	15719	0	4850	34038	124416	80	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:23:38"	229	"c1931 "	15719	0	129922	28	124928	132	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:40"	550	"c1931 "	15719	0	123923	6419	124416	7	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:23:40"	944	"c1931 "	15719	0	129923	28	0	406	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:23:41"	475	"c1931 "	15719	0	6874	4937562	124160	507	398	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:33:23"	725	"c1931 "	15719	0	116875	53	124672	1160	5	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:33:30"	961	"c1931 "	15719	0	874	6317	124160	7	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:33:30"	677	"c1931 "	15719	0	123946	29	124672	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:33:32"	690	"c1931 "	15719	0	123946	578236	124416	31	26	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:33:49"	941	"c1931 "	15719	0	874	41	0	559	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:33:53"	64	"c1931 "	15719	0	124876	40	123904	7	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:33:54"	804	"c1931 "	15719	0	121946	30	124672	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:33:55"	891	"c1931 "	15719	0	112875	632669	124160	116	29	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:17"	329	"c1931 "	15719	0	129947	42	124672	658	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:22"	567	"c1931 "	15719	0	120875	30357	123904	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:22"	942	"c1931 "	15719	0	118875	30	0	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:23"	49	"c1931 "	15719	0	116875	6	123904	8	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:24"	950	"c1931 "	15719	0	120877	42	0	414	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:27"	162	"c1931 "	15719	0	118878	25	124416	6	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:28"	404	"c1931 "	15719	0	112877	36	124672	378	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:31"	463	"c1931 "	15719	0	118876	554274	124416	37	25	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:46"	904	"c1931 "	15719	0	114876	37	124928	515	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:49"	440	"c1931 "	15719	0	116878	41491	124160	440	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:51"	330	"c1931 "	15719	0	103808	55	124672	914	5	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:58"	565	"c1931 "	15719	0	124878	30398	124416	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:34:58"	942	"c1931 "	15719	0	120877	32	0	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:34:59"	98	"c1931 "	15719	0	103807	116	124672	2	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:00"	854	"c1931 "	15719	0	110878	32	124672	242	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:01"	962	"c1931 "	15719	0	120878	30721	124160	585	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:02"	930	"c1931 "	15719	0	124877	38	0	376	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:05"	839	"c1931 "	15719	0	112878	100396	124672	110	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:07"	529	"c1931 "	15719	0	95808	79	124672	2333	9	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:20"	765	"c1931 "	15719	0	97809	30421	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:20"	26	"c1931 "	15719	0	97807	32	124416	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:22"	589	"c1931 "	15719	0	112876	81718	123904	269	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:23"	476	"c1931 "	15719	0	118877	56	124416	948	5	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:30"	779	"c1931 "	15719	0	112876	371	124928	267	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:30"	927	"c1931 "	15719	0	122876	38	124416	722	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:33"	5	"c1931 "	15719	0	112876	6	124416	150	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:35:34"	753	"c1931 "	15719	0	118876	33	124416	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:35:35"	234	"c1931 "	15719	0	118877	816687	124416	92	55	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:36:35"	29	"c1931 "	15719	0	124877	39	124672	286	2	1	"3B00193EAD"	NA	NA	"F02"
"D "	"2022-02-08 11:36:38"	548	"c1931 "	15719	0	120876	552973	124416	226	46	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:37:24"	943	"c1931 "	15719	0	116877	33	0	136	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:37:25"	50	"c1931 "	15719	0	118875	14	123392	10	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:37:26"	806	"c1931 "	15719	0	116876	34	124416	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:37:27"	714	"c1931 "	15719	0	118875	1045206	123904	78	72	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:38:54"	911	"c1931 "	15719	0	19919	39	124928	378	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 11:38:57"	645	"c1931 "	15719	0	9919	116499	124672	7	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:38:59"	880	"c1931 "	15719	0	3919	40	124672	324	2	1	"01103FE70C"	NA	NA	"F02"
"T "	"2022-02-08 11:44:03"	418	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 11:39:02"	621	"c1931 "	15719	0	7924	7704367	124672	1272	596	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:54:25"	354	"c1931 "	15719	0	4	26	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:54:27"	172	"c1931 "	15719	0	4	234669	124416	597	10	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:54:31"	950	"c1931 "	15719	0	4	56	125440	1020	6	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:54:39"	146	"c1931 "	15719	0	4	1	124416	20	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:54:40"	756	"c1931 "	15719	0	4	51	124416	786	5	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:54:47"	855	"c1931 "	15719	0	4	73654	124416	387	6	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:54:49"	949	"c1931 "	15719	0	100757	105	124672	2010	14	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:55:09"	145	"c1931 "	15719	0	4853	11	124160	19	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:55:10"	376	"c1931 "	15719	0	853	105	124672	2098	14	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:55:30"	447	"c1931 "	15719	0	4853	124318	124160	102	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:55:32"	936	"c1931 "	15719	0	121925	27	125440	220	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 11:55:33"	100	"c1931 "	15719	0	123933	689392	124672	54	37	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:56:08"	80	"c1931 "	15719	0	126853	46	124928	570	4	1	"01103FAD4D"	NA	NA	"F02"
"D "	"2022-02-08 11:56:14"	409	"c1931 "	15719	0	118853	21682	124672	187	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 11:56:14"	933	"c1931 "	15719	0	112854	27	124928	132	1	1	"01103FAD4D"	NA	NA	"F02"
"D "	"2022-02-08 11:56:15"	671	"c1931 "	15719	0	4850	20319617	124160	2043	1694	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:28"	1003	"c1931 "	15719	0	4850	28	124416	208	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:29"	263	"c1931 "	15719	0	4850	65	124160	154	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:30"	1005	"c1931 "	15719	0	129922	28	124672	200	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:31"	343	"c1931 "	15719	0	4850	226503	123648	13	9	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:35"	725	"c1931 "	15719	0	129922	28	124672	190	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:36"	341	"c1931 "	15719	0	129923	550376	124672	92	23	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:49"	679	"c1931 "	15719	0	116875	28	124672	188	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:50"	792	"c1931 "	15719	0	874	66745	124416	8	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:51"	105	"c1931 "	15719	0	123946	29	124672	190	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:53"	218	"c1931 "	15719	0	123946	91182	124160	3	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:54"	56	"c1931 "	15719	0	874	35	124160	376	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:57"	292	"c1931 "	15719	0	124876	20	124160	470	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:40:57"	933	"c1931 "	15719	0	112875	35	124928	376	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:40:59"	12	"c1931 "	15719	0	129947	26	124160	160	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:41:00"	947	"c1931 "	15719	0	118875	48	124928	754	4	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:41:05"	117	"c1931 "	15719	0	116875	29	123904	17	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:41:06"	356	"c1931 "	15719	0	120877	108	124672	2849	14	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:41:25"	664	"c1931 "	15719	0	118878	251276	123904	24	12	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:41:29"	356	"c1931 "	15719	0	118876	156	124928	4005	22	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:41:59"	66	"c1931 "	15719	0	114876	43068	124416	24	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:00"	805	"c1931 "	15719	0	103808	31	124672	190	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:01"	514	"c1931 "	15719	0	124878	61355	124160	3	3	0	""	NA	NA	"F02"
"T "	"2022-02-08 12:42:05"	501	"c1931 "	15719	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:02"	941	"c1931 "	15719	0	95808	43	124160	568	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:07"	112	"c1931 "	15719	0	97809	33	123904	35	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:08"	941	"c1931 "	15719	0	97807	147	124160	3566	21	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:37"	95	"c1931 "	15719	0	112876	51	123904	31	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:38"	850	"c1931 "	15719	0	118877	27	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:39"	546	"c1931 "	15719	0	112876	30305	124160	33	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:40"	105	"c1931 "	15719	0	122876	63	124672	1530	7	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:51"	317	"c1931 "	15719	0	112876	16972	124160	207	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:52"	924	"c1931 "	15719	0	118876	27	124928	189	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:53"	271	"c1931 "	15719	0	118877	86022	124672	6	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:55"	530	"c1931 "	15719	0	120876	33	124160	276	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:42:58"	816	"c1931 "	15719	0	116877	4	124672	672	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:42:58"	180	"c1931 "	15719	0	116876	28	124672	244	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:00"	725	"c1931 "	15719	0	118875	88762	124160	62	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:01"	106	"c1931 "	15719	0	19919	28	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:03"	776	"c1931 "	15719	0	9919	30371	123392	31	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:03"	480	"c1931 "	15719	0	3919	34	124672	454	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:06"	864	"c1931 "	15719	0	7926	33464	124416	3	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:06"	806	"c1931 "	15719	0	3925	34	124672	509	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:09"	497	"c1931 "	15719	0	9925	177348	124928	12	8	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:12"	947	"c1931 "	15719	0	17925	28	124928	220	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:13"	149	"c1931 "	15719	0	15925	467	124416	3	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:14"	230	"c1931 "	15719	0	7925	41	124416	480	3	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:18"	72	"c1931 "	15719	0	9925	80306	123648	1516	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:20"	806	"c1931 "	15719	0	7925	28	124672	332	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:21"	613	"c1931 "	15719	0	9925	348631	124416	422	16	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:27"	912	"c1931 "	15719	0	7925	59	124928	1156	6	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:35"	239	"c1931 "	15719	0	17925	91476	124928	6	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:43:37"	629	"c1931 "	15719	0	17925	29	124672	210	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 12:43:38"	1017	"c1931 "	15719	0	107790	4414895	124928	419	337	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:51:57"	430	"c1931 "	15719	0	17934	42	124672	408	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:02"	630	"c1931 "	15719	0	17927	40250	124416	94	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:03"	531	"c1931 "	15719	0	127927	36	124416	386	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:06"	783	"c1931 "	15719	0	121927	9	124160	207	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:06"	946	"c1931 "	15719	0	6855	72	147712	1504	8	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:17"	99	"c1931 "	15719	0	129927	25	124160	25	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:18"	946	"c1931 "	15719	0	0	66	124416	952	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:27"	99	"c1931 "	15719	0	0	13	124160	26	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:28"	946	"c1931 "	15719	0	0	66	133888	952	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:37"	98	"c1931 "	15719	0	0	2	124160	25	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:38"	945	"c1931 "	15719	0	0	67	131840	952	7	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:47"	131	"c1931 "	15719	0	0	27	124416	25	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:48"	904	"c1931 "	15719	0	0	31	124672	242	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:49"	459	"c1931 "	15719	0	0	61746	124160	417	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:51"	878	"c1931 "	15719	0	0	32	124672	242	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:52:52"	850	"c1931 "	15719	0	0	94286	124672	251	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:52:54"	954	"c1931 "	15719	0	0	56	124672	680	5	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:01"	66	"c1931 "	15719	0	0	60851	124416	17	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:03"	478	"c1931 "	15719	0	0	32	124672	194	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:04"	348	"c1931 "	15719	0	0	5870	124672	132	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:05"	944	"c1931 "	15719	0	68629	140	130816	2950	19	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:31"	96	"c1931 "	15719	0	14472	24	123904	24	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:32"	853	"c1931 "	15719	0	107285	32	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:33"	1016	"c1931 "	15719	0	107285	65585	124672	321	3	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:34"	377	"c1931 "	15719	0	105573	33	124416	332	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:36"	797	"c1931 "	15719	0	101285	180839	124416	457	8	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:39"	152	"c1931 "	15719	0	118876	32	124672	224	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:41"	847	"c1931 "	15719	0	102740	535473	124160	28	21	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:50"	949	"c1931 "	15719	0	108740	57	124160	680	5	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:53:57"	144	"c1931 "	15719	0	102740	66	123904	23	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:53:58"	453	"c1931 "	15719	0	102741	39	124928	378	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:01"	767	"c1931 "	15719	0	101810	1305	124160	9	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:01"	228	"c1931 "	15719	0	111810	46	124928	576	3	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:06"	832	"c1931 "	15719	0	103809	120967	124672	72	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:07"	556	"c1931 "	15719	0	101808	33	124672	200	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:09"	524	"c1931 "	15719	0	109809	532923	124160	85	29	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:31"	925	"c1931 "	15719	0	118876	34	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:32"	447	"c1931 "	15719	0	116875	115368	124416	8	4	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:34"	180	"c1931 "	15719	0	122875	34	124672	136	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:36"	37	"c1931 "	15719	0	120875	45602	124672	288	2	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:37"	378	"c1931 "	15719	0	118875	34	124672	215	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:38"	383	"c1931 "	15719	0	118876	115775	124416	789	5	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:40"	932	"c1931 "	15719	0	126878	35	124416	240	1	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:41"	1019	"c1931 "	15719	0	112878	26	124672	156	1	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:41"	253	"c1931 "	15719	0	112875	41	124672	272	2	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:54:45"	226	"c1931 "	15719	0	112875	112221	124672	1087	15	0	""	NA	NA	"F02"
"D "	"2022-02-08 12:54:51"	906	"c1931 "	15719	0	118877	84	124160	1224	9	1	"01103F3BED"	NA	NA	"F02"
"D "	"2022-02-08 12:55:03"	523	"c1931 "	15719	0	4	8560410	123904	1014	722	0	""	NA	NA	"F02"
"D "	"2022-02-08 13:12:47"	329	"c1931 "	15719	0	4853	42	124672	276	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 13:12:50"	875	"c1931 "	15719	0	4850	1844082	123904	207	130	0	""	NA	NA	"F02"
"D "	"2022-02-08 13:15:45"	780	"c1931 "	15719	0	4850	42	124672	275	2	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 13:15:48"	690	"c1931 "	15719	0	129922	195287	124160	21	11	0	""	NA	NA	"F02"
"D "	"2022-02-08 13:15:52"	1002	"c1931 "	15719	0	4850	36	127744	241	1	1	"01103FE70C"	NA	NA	"F02"
"D "	"2022-02-08 13:15:53"	349	"c1931 "	15719	0	116875	338530	124416	240	17	0	""	NA	NA	"F02"
"D "	"2022-02-08 13:16:00"	518	"c1931 "	15719	0	112875	37	124672	138	1	1	"01103FE70C"	NA	NA	"F02"
