F 	Date            	Hmsec 	ID   	Event 	Batt 	Light 	   T1 	   T2  	   T3 	   TC 	 Hall  	Batt(mV) 	CoreTemp(C)
D 	2022-02-05 01:52:47	  69 	c1937 	 2752 	 3482	    1	  682	  991	 1114	 1384	 4095	6800	002
D 	2022-02-05 01:53:47	  69 	c1937 	 2752 	 3557	    1	  683	  991	 1113	 1383	 4095	6947	002
D 	2022-02-05 01:54:47	  68 	c1937 	 2752 	 3559	    1	  682	  991	 1114	 1383	 4095	6951	002
D 	2022-02-05 01:55:47	  69 	c1937 	 2752 	 3559	    1	  683	  991	 1114	 1383	 4095	6951	002
D 	2022-02-05 01:56:47	  66 	c1937 	 2752 	 3559	    0	  682	  991	 1114	 1383	 4095	6951	002
D 	2022-02-05 01:57:47	  67 	c1937 	 2752 	 3559	    1	  682	  991	 1113	 1381	 4095	6951	001
D 	2022-02-05 01:58:47	  68 	c1937 	 2752 	 3560	    0	  682	  990	 1114	 1384	 4095	6953	002
D 	2022-02-05 01:59:47	  69 	c1937 	 2752 	 3559	    1	  682	  991	 1113	 1382	 4095	6951	002
D 	2022-02-05 02:00:47	  67 	c1937 	 2752 	 3556	    1	  683	  991	 1114	 1382	 4095	6945	002
D 	2022-02-05 02:01:47	  69 	c1937 	 2752 	 3557	    1	  683	  990	 1114	 1382	 4095	6947	002
D 	2022-02-05 02:02:47	  68 	c1937 	 2752 	 3558	    1	  683	  990	 1113	 1383	 4095	6949	002
D 	2022-02-05 02:03:47	  67 	c1937 	 2752 	 3559	    1	  683	  990	 1114	 1382	 4095	6951	002
D 	2022-02-05 02:04:47	  70 	c1937 	 2752 	 3558	    1	  683	  990	 1114	 1381	 4095	6949	001
D 	2022-02-05 02:05:47	  68 	c1937 	 2752 	 3559	    1	  683	  991	 1114	 1382	 4095	6951	002
D 	2022-02-05 02:06:47	  68 	c1937 	 2752 	 3557	    1	  683	  991	 1114	 1382	 4095	6947	002
D 	2022-02-05 02:07:47	  67 	c1937 	 2752 	 3558	    1	  682	  990	 1113	 1383	 4095	6949	002
D 	2022-02-05 02:08:47	  69 	c1937 	 2752 	 3560	    1	  682	  991	 1113	 1383	 4095	6953	002
D 	2022-02-05 02:09:47	  69 	c1937 	 2752 	 3558	    0	  683	  991	 1114	 1383	 4095	6949	002
D 	2022-02-05 02:10:47	  70 	c1937 	 2752 	 3558	    1	  683	  990	 1113	 1383	 4095	6949	002
D 	2022-02-05 02:11:47	  69 	c1937 	 2752 	 3555	    1	  683	  991	 1113	 1382	 4095	6943	002
D 	2022-02-05 02:12:47	  68 	c1937 	 2752 	 3557	    1	  682	  991	 1113	 1382	 4095	6947	002
D 	2022-02-05 02:13:47	  68 	c1937 	 2752 	 3557	    1	  683	  990	 1114	 1383	 4095	6947	002
D 	2022-02-05 02:14:47	  68 	c1937 	 2752 	 3556	    0	  683	  990	 1114	 1383	 4095	6945	002
D 	2022-02-05 02:15:47	  68 	c1937 	 2752 	 3557	    2	  685	  991	 1113	 1382	 4095	6947	002
D 	2022-02-05 02:16:47	  67 	c1937 	 2752 	 3559	    1	  683	  990	 1113	 1383	 4095	6951	002
D 	2022-02-05 02:17:47	  70 	c1937 	 2752 	 3554	    1	  682	  991	 1113	 1381	 4095	6941	001
D 	2022-02-05 02:18:47	  68 	c1937 	 2752 	 3556	    1	  683	  991	 1114	 1381	 4095	6945	001
D 	2022-02-05 02:19:47	  69 	c1937 	 2752 	 3556	    0	  682	  991	 1113	 1383	 4095	6945	002
D 	2022-02-05 02:20:47	  69 	c1937 	 2752 	 3556	    1	  683	  991	 1114	 1382	 4095	6945	002
D 	2022-02-05 02:21:47	  68 	c1937 	 2752 	 3556	    1	  683	  990	 1113	 1382	 4095	6945	002
D 	2022-02-05 02:22:47	  67 	c1937 	 2752 	 3555	    1	  683	  990	 1114	 1382	 4095	6943	002
D 	2022-02-05 02:23:47	  69 	c1937 	 2752 	 3555	    1	  683	  991	 1114	 1382	 4095	6943	002
D 	2022-02-05 02:24:47	  68 	c1937 	 2752 	 3555	    1	  682	  991	 1113	 1382	 4095	6943	002
D 	2022-02-05 02:25:47	  69 	c1937 	 2752 	 3556	    1	  682	  990	 1113	 1381	 4095	6945	001
D 	2022-02-05 02:26:47	  69 	c1937 	 2752 	 3555	    1	  682	  991	 1114	 1382	 4095	6943	002
D 	2022-02-05 02:27:47	  68 	c1937 	 2752 	 3554	    1	  682	  991	 1113	 1383	 4095	6941	002
D 	2022-02-05 02:28:47	  68 	c1937 	 2752 	 3556	    1	  683	  991	 1114	 1381	 4095	6945	001
D 	2022-02-05 02:29:47	  69 	c1937 	 2752 	 3555	    1	  682	  990	 1113	 1382	 4095	6943	002
D 	2022-02-05 02:30:47	  67 	c1937 	 2752 	 3556	    1	  682	  991	 1113	 1383	 4095	6945	002
D 	2022-02-05 02:31:47	  67 	c1937 	 2752 	 3555	    1	  683	  990	 1114	 1381	 4095	6943	001
D 	2022-02-05 02:32:47	  70 	c1937 	 2752 	 3555	    1	  683	  990	 1114	 1382	 4095	6943	002
D 	2022-02-05 02:33:47	  69 	c1937 	 2752 	 3553	    1	  683	  991	 1114	 1381	 4095	6939	001
D 	2022-02-05 02:34:47	  69 	c1937 	 2752 	 3555	    1	  682	  991	 1113	 1382	 4095	6943	002
D 	2022-02-05 02:35:47	  68 	c1937 	 2752 	 3555	    1	  682	  991	 1114	 1383	 4095	6943	002
D 	2022-02-05 02:36:47	  68 	c1937 	 2752 	 3554	    1	  682	  990	 1113	 1381	 4095	6941	001
D 	2022-02-05 02:37:47	  67 	c1937 	 2752 	 3554	    1	  683	  991	 1114	 1380	 4095	6941	001
D 	2022-02-05 02:38:47	  68 	c1937 	 2752 	 3553	    1	  683	  990	 1114	 1383	 4095	6939	002
D 	2022-02-05 02:39:47	  69 	c1937 	 2752 	 3554	    1	  683	  991	 1114	 1382	 4095	6941	002
D 	2022-02-05 02:40:47	  67 	c1937 	 2752 	 3552	    1	  683	  990	 1114	 1383	 4095	6937	002
D 	2022-02-05 02:41:47	  67 	c1937 	 2752 	 3553	    1	  682	  990	 1113	 1382	 4095	6939	002
D 	2022-02-05 02:42:47	  68 	c1937 	 2752 	 3553	    1	  683	  991	 1113	 1382	 4095	6939	002
D 	2022-02-05 02:43:47	  67 	c1937 	 2752 	 3554	    1	  682	  991	 1114	 1382	 4095	6941	002
D 	2022-02-05 02:44:47	  69 	c1937 	 2752 	 3553	    1	  682	  990	 1114	 1383	 4095	6939	002
D 	2022-02-05 02:45:47	  69 	c1937 	 2752 	 3553	    1	  683	  991	 1114	 1381	 4095	6939	001
D 	2022-02-05 02:46:47	  67 	c1937 	 2752 	 3552	    0	  683	  991	 1114	 1383	 4095	6937	002
D 	2022-02-05 02:47:47	  69 	c1937 	 2752 	 3552	    1	  683	  991	 1114	 1383	 4095	6937	002
D 	2022-02-05 02:48:47	  67 	c1937 	 2752 	 3554	    1	  682	  991	 1114	 1384	 4095	6941	002
T 	2022-02-05 02:49:02	 811 	c1937 	 2752 
S
D 	2022-02-05 02:49:47	  69 	c1937 	 2752 	 3552	    0	  683	  991	 1113	 1383	 4095	6937	002
D 	2022-02-05 02:50:47	  70 	c1937 	 2752 	 3551	    1	  683	  991	 1114	 1383	 4095	6935	002
D 	2022-02-05 02:51:47	  70 	c1937 	 2752 	 3549	    0	  682	  991	 1114	 1381	 4095	6931	001
D 	2022-02-05 02:52:47	  67 	c1937 	 2752 	 3552	    1	  683	  991	 1114	 1382	 4095	6937	002
D 	2022-02-05 02:53:47	  67 	c1937 	 2752 	 3550	    0	  682	  991	 1113	 1383	 4095	6933	002
D 	2022-02-05 02:54:47	  66 	c1937 	 2752 	 3552	    1	  682	  991	 1113	 1382	 4095	6937	002
D 	2022-02-05 02:55:47	  68 	c1937 	 2752 	 3551	    1	  682	  990	 1114	 1382	 4095	6935	002
D 	2022-02-05 02:56:47	  67 	c1937 	 2752 	 3549	    1	  682	  990	 1113	 1383	 4095	6931	002
D 	2022-02-05 02:57:47	  66 	c1937 	 2752 	 3552	    1	  683	  991	 1114	 1382	 4095	6937	002
D 	2022-02-05 02:58:47	  69 	c1937 	 2752 	 3552	    1	  682	  992	 1107	 1382	 4095	6937	002
D 	2022-02-05 02:59:47	  68 	c1937 	 2752 	 3551	    1	  683	  991	 1114	 1381	 4095	6935	001
D 	2022-02-05 03:00:47	  68 	c1937 	 2752 	 3551	    0	  683	  990	 1114	 1383	 4095	6935	002
D 	2022-02-05 03:01:47	  69 	c1937 	 2752 	 3551	    1	  682	  990	 1113	 1381	 4095	6935	001
D 	2022-02-05 03:02:47	  68 	c1937 	 2752 	 3548	    1	  683	  991	 1113	 1382	 4095	6929	002
D 	2022-02-05 03:03:47	  68 	c1937 	 2752 	 3549	    1	  683	  991	 1113	 1381	 4095	6931	001
D 	2022-02-05 03:04:47	  67 	c1937 	 2752 	 3547	    1	  683	  991	 1114	 1381	 4095	6927	001
D 	2022-02-05 03:05:47	  67 	c1937 	 2752 	 3551	    1	  683	  991	 1114	 1381	 4095	6935	001
D 	2022-02-05 03:06:47	  67 	c1937 	 2752 	 3551	    1	  683	  990	 1113	 1381	 4095	6935	001
D 	2022-02-05 03:07:47	  68 	c1937 	 2752 	 3551	    1	  683	  990	 1113	 1381	 4095	6935	001
D 	2022-02-05 03:08:47	  69 	c1937 	 2752 	 3550	    1	  682	  990	 1113	 1382	 4095	6933	002
D 	2022-02-05 03:09:47	  69 	c1937 	 2752 	 3550	    0	  682	  990	 1113	 1381	 4095	6933	001
D 	2022-02-05 03:10:47	  68 	c1937 	 2752 	 3549	    1	  682	  991	 1113	 1382	 4095	6931	002
D 	2022-02-05 03:11:47	  68 	c1937 	 2752 	 3548	    1	  683	  990	 1113	 1382	 4095	6929	002
D 	2022-02-05 03:12:47	  70 	c1937 	 2752 	 3547	    1	  683	  991	 1114	 1381	 4095	6927	001
D 	2022-02-05 03:13:47	  68 	c1937 	 2752 	 3550	    1	  683	  991	 1114	 1383	 4095	6933	002
D 	2022-02-05 03:14:47	  67 	c1937 	 2752 	 3549	    1	  683	  991	 1114	 1381	 4095	6931	001
D 	2022-02-05 03:15:47	  68 	c1937 	 2752 	 3547	    0	  682	  990	 1113	 1381	 4095	6927	001
D 	2022-02-05 03:16:47	  69 	c1937 	 2752 	 3549	    1	  683	  991	 1113	 1381	 4095	6931	001
D 	2022-02-05 03:17:47	  69 	c1937 	 2752 	 3549	    1	  683	  991	 1113	 1382	 4095	6931	002
D 	2022-02-05 03:18:47	  68 	c1937 	 2752 	 3549	    1	  682	  990	 1114	 1383	 4095	6931	002
D 	2022-02-05 03:19:47	  68 	c1937 	 2752 	 3545	    1	  682	  991	 1114	 1382	 4095	6923	002
D 	2022-02-05 03:20:47	  70 	c1937 	 2752 	 3545	    1	  683	  990	 1113	 1379	 4095	6923	001
D 	2022-02-05 03:21:47	  69 	c1937 	 2752 	 3549	    1	  683	  990	 1113	 1382	 4095	6931	002
D 	2022-02-05 03:22:47	  69 	c1937 	 2752 	 3547	    1	  682	  990	 1114	 1382	 4095	6927	002
D 	2022-02-05 03:23:47	  69 	c1937 	 2752 	 3548	    1	  682	  991	 1114	 1381	 4095	6929	001
D 	2022-02-05 03:24:47	  68 	c1937 	 2752 	 3548	    1	  683	  990	 1114	 1382	 4095	6929	002
D 	2022-02-05 03:25:47	  67 	c1937 	 2752 	 3548	    1	  683	  991	 1114	 1382	 4095	6929	002
D 	2022-02-05 03:26:47	  70 	c1937 	 2752 	 3545	    1	  682	  991	 1113	 1381	 4095	6923	001
D 	2022-02-05 03:27:47	  67 	c1937 	 2752 	 3548	    1	  683	  990	 1114	 1379	 4095	6929	001
D 	2022-02-05 03:28:47	  68 	c1937 	 2752 	 3547	    1	  682	  991	 1113	 1382	 4095	6927	002
D 	2022-02-05 03:29:47	  67 	c1937 	 2752 	 3547	    1	  683	  990	 1114	 1380	 4095	6927	001
D 	2022-02-05 03:30:47	  67 	c1937 	 2752 	 3547	    1	  683	  990	 1113	 1382	 4095	6927	002
D 	2022-02-05 03:31:47	  68 	c1937 	 2752 	 3547	    1	  683	  991	 1114	 1381	 4095	6927	001
D 	2022-02-05 03:32:47	  70 	c1937 	 2752 	 3547	    1	  683	  991	 1114	 1381	 4095	6927	001
D 	2022-02-05 03:33:47	  69 	c1937 	 2752 	 3546	    1	  683	  991	 1114	 1381	 4095	6925	001
D 	2022-02-05 03:34:47	  69 	c1937 	 2752 	 3545	    1	  683	  991	 1114	 1381	 4095	6923	001
D 	2022-02-05 03:35:47	  70 	c1937 	 2752 	 3548	    1	  683	  991	 1114	 1380	 4095	6929	001
D 	2022-02-05 03:36:47	  69 	c1937 	 2752 	 3547	    1	  683	  991	 1114	 1382	 4095	6927	002
D 	2022-02-05 03:37:47	  69 	c1937 	 2752 	 3547	    1	  682	  990	 1114	 1381	 4095	6927	001
D 	2022-02-05 03:38:47	  69 	c1937 	 2752 	 3544	    1	  682	  991	 1113	 1380	 4095	6921	001
D 	2022-02-05 03:39:47	  70 	c1937 	 2752 	 3545	    1	  683	  991	 1113	 1381	 4095	6923	001
D 	2022-02-05 03:40:47	  68 	c1937 	 2752 	 3546	    1	  682	  990	 1113	 1380	 4095	6925	001
D 	2022-02-05 03:41:47	  69 	c1937 	 2752 	 3546	    1	  682	  990	 1114	 1380	 4095	6925	001
D 	2022-02-05 03:42:47	  68 	c1937 	 2752 	 3546	    1	  683	  991	 1114	 1381	 4095	6925	001
D 	2022-02-05 03:43:47	  68 	c1937 	 2752 	 3545	    1	  682	  991	 1113	 1380	 4095	6923	001
D 	2022-02-05 03:44:47	  68 	c1937 	 2752 	 3546	    1	  682	  991	 1114	 1379	 4095	6925	001
D 	2022-02-05 03:45:47	  69 	c1937 	 2752 	 3545	    1	  683	  991	 1113	 1380	 4095	6923	001
D 	2022-02-05 03:46:47	  69 	c1937 	 2752 	 3545	    1	  682	  990	 1113	 1379	 4095	6923	001
D 	2022-02-05 03:47:47	  67 	c1937 	 2752 	 3545	    1	  682	  991	 1114	 1380	 4095	6923	001
D 	2022-02-05 03:48:47	  68 	c1937 	 2752 	 3544	    1	  683	  990	 1113	 1380	 4095	6921	001
D 	2022-02-05 03:49:47	  69 	c1937 	 2752 	 3545	    1	  683	  991	 1114	 1379	 4095	6923	001
D 	2022-02-05 03:50:47	  69 	c1937 	 2752 	 3545	    0	  683	  991	 1114	 1380	 4095	6923	001
D 	2022-02-05 03:51:47	  68 	c1937 	 2752 	 3546	    0	  683	  991	 1113	 1379	 4095	6925	001
D 	2022-02-05 03:52:47	  69 	c1937 	 2752 	 3545	    1	  684	  991	 1114	 1380	 4095	6923	001
D 	2022-02-05 03:53:47	  69 	c1937 	 2752 	 3546	    0	  683	  991	 1113	 1380	 4095	6925	001
D 	2022-02-05 03:54:47	  69 	c1937 	 2752 	 3545	    1	  683	  991	 1113	 1379	 4095	6923	001
D 	2022-02-05 03:55:47	  69 	c1937 	 2752 	 3545	    1	  683	  991	 1113	 1379	 4095	6923	001
D 	2022-02-05 03:56:47	  68 	c1937 	 2752 	 3544	    1	  683	  990	 1114	 1379	 4095	6921	001
D 	2022-02-05 03:57:47	  69 	c1937 	 2752 	 3545	    1	  682	  990	 1113	 1380	 4095	6923	001
D 	2022-02-05 03:58:47	  69 	c1937 	 2752 	 3544	    1	  683	  990	 1114	 1378	 4095	6921	001
D 	2022-02-05 03:59:47	  70 	c1937 	 2752 	 3543	    1	  683	  990	 1113	 1378	 4095	6919	001
D 	2022-02-05 04:00:47	  67 	c1937 	 2752 	 3544	    1	  682	  991	 1114	 1380	 4095	6921	001
D 	2022-02-05 04:01:47	  69 	c1937 	 2752 	 3543	    1	  683	  990	 1114	 1380	 4095	6919	001
D 	2022-02-05 04:02:47	  70 	c1937 	 2752 	 3543	    1	  683	  990	 1113	 1380	 4095	6919	001
D 	2022-02-05 04:03:47	  68 	c1937 	 2752 	 3544	    1	  683	  991	 1114	 1379	 4095	6921	001
D 	2022-02-05 04:04:47	  67 	c1937 	 2752 	 3543	    1	  683	  990	 1113	 1380	 4095	6919	001
D 	2022-02-05 04:05:47	  69 	c1937 	 2752 	 3543	    0	  683	  991	 1114	 1379	 4095	6919	001
D 	2022-02-05 04:06:47	  67 	c1937 	 2752 	 3542	    1	  683	  991	 1114	 1379	 4095	6917	001
D 	2022-02-05 04:07:47	  70 	c1937 	 2752 	 3543	    1	  682	  991	 1114	 1379	 4095	6919	001
D 	2022-02-05 04:08:47	  69 	c1937 	 2752 	 3542	    0	  683	  991	 1113	 1379	 4095	6917	001
D 	2022-02-05 04:09:47	  68 	c1937 	 2752 	 3543	    1	  682	  991	 1114	 1379	 4095	6919	001
T 	2022-02-05 04:09:49	 456 	c1937 	 2752 
S
D 	2022-02-05 04:10:47	  69 	c1937 	 2752 	 3543	    1	  683	  991	 1114	 1379	 4095	6919	001
D 	2022-02-05 04:11:47	  68 	c1937 	 2752 	 3543	    1	  683	  991	 1114	 1380	 4095	6919	001
D 	2022-02-05 04:12:47	  66 	c1937 	 2752 	 3542	    1	  683	  990	 1113	 1379	 4095	6917	001
D 	2022-02-05 04:13:47	  66 	c1937 	 2752 	 3541	    1	  683	  991	 1114	 1379	 4095	6916	001
D 	2022-02-05 04:14:47	  69 	c1937 	 2752 	 3543	    1	  683	  990	 1114	 1381	 4095	6919	001
D 	2022-02-05 04:15:47	  69 	c1937 	 2752 	 3541	    1	  682	  990	 1114	 1379	 4095	6916	001
D 	2022-02-05 04:16:47	  69 	c1937 	 2752 	 3541	    1	  682	  991	 1114	 1379	 4095	6916	001
D 	2022-02-05 04:17:47	  68 	c1937 	 2752 	 3543	    1	  682	  990	 1114	 1379	 4095	6919	001
D 	2022-02-05 04:18:47	  69 	c1937 	 2752 	 3541	    1	  682	  991	 1114	 1380	 4095	6916	001
D 	2022-02-05 04:19:47	  69 	c1937 	 2752 	 3541	    1	  683	  991	 1113	 1380	 4095	6916	001
D 	2022-02-05 04:20:47	  70 	c1937 	 2752 	 3539	    1	  683	  991	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:21:47	  69 	c1937 	 2752 	 3539	    1	  682	  990	 1114	 1379	 4095	6912	001
D 	2022-02-05 04:22:47	  67 	c1937 	 2752 	 3542	    1	  683	  990	 1113	 1380	 4095	6917	001
D 	2022-02-05 04:23:47	  69 	c1937 	 2752 	 3542	    1	  682	  990	 1113	 1378	 4095	6917	001
D 	2022-02-05 04:24:47	  68 	c1937 	 2752 	 3541	    1	  683	  991	 1113	 1381	 4095	6916	001
D 	2022-02-05 04:25:47	  69 	c1937 	 2752 	 3543	    1	  683	  991	 1114	 1378	 4095	6919	001
D 	2022-02-05 04:26:47	  69 	c1937 	 2752 	 3539	    1	  682	  991	 1113	 1380	 4095	6912	001
D 	2022-02-05 04:27:47	  70 	c1937 	 2752 	 3541	    1	  682	  990	 1113	 1380	 4095	6916	001
D 	2022-02-05 04:28:47	  69 	c1937 	 2752 	 3540	    1	  682	  990	 1114	 1380	 4094	6914	001
D 	2022-02-05 04:29:47	  69 	c1937 	 2752 	 3540	    1	  682	  991	 1114	 1379	 4095	6914	001
D 	2022-02-05 04:30:47	  67 	c1937 	 2752 	 3540	    1	  683	  990	 1113	 1379	 4095	6914	001
D 	2022-02-05 04:31:47	  68 	c1937 	 2752 	 3540	    1	  682	  990	 1114	 1379	 4095	6914	001
D 	2022-02-05 04:32:47	  68 	c1937 	 2752 	 3539	    1	  683	  991	 1114	 1380	 4095	6912	001
D 	2022-02-05 04:33:47	  68 	c1937 	 2752 	 3540	    1	  683	  991	 1114	 1379	 4095	6914	001
D 	2022-02-05 04:34:47	  69 	c1937 	 2752 	 3539	    1	  682	  991	 1114	 1379	 4095	6912	001
D 	2022-02-05 04:35:47	  67 	c1937 	 2752 	 3539	    1	  683	  990	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:36:47	  68 	c1937 	 2752 	 3540	    1	  683	  991	 1114	 1379	 4095	6914	001
D 	2022-02-05 04:37:47	  69 	c1937 	 2752 	 3539	    1	  682	  991	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:38:47	  69 	c1937 	 2752 	 3535	    1	  683	  990	 1113	 1379	 4095	6904	001
D 	2022-02-05 04:39:47	  69 	c1937 	 2752 	 3537	    1	  682	  991	 1113	 1378	 4095	6908	001
D 	2022-02-05 04:40:47	  70 	c1937 	 2752 	 3538	    1	  682	  991	 1114	 1379	 4095	6910	001
D 	2022-02-05 04:41:47	  69 	c1937 	 2752 	 3539	    0	  683	  991	 1114	 1379	 4095	6912	001
D 	2022-02-05 04:42:47	  69 	c1937 	 2752 	 3539	    1	  683	  991	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:43:47	  68 	c1937 	 2752 	 3536	    1	  683	  990	 1114	 1379	 4095	6906	001
D 	2022-02-05 04:44:47	  68 	c1937 	 2752 	 3537	    1	  682	  990	 1114	 1378	 4095	6908	001
D 	2022-02-05 04:45:47	  70 	c1937 	 2752 	 3539	    1	  682	  991	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:46:47	  69 	c1937 	 2752 	 3539	    1	  683	  991	 1113	 1379	 4095	6912	001
D 	2022-02-05 04:47:47	  67 	c1937 	 2752 	 3538	    0	  683	  991	 1113	 1379	 4095	6910	001
D 	2022-02-05 04:48:47	  69 	c1937 	 2752 	 3538	    1	  682	  991	 1113	 1378	 4095	6910	001
D 	2022-02-05 04:49:47	  69 	c1937 	 2752 	 3538	    1	  683	  990	 1114	 1379	 4095	6910	001
D 	2022-02-05 04:50:47	  68 	c1937 	 2752 	 3538	    1	  682	  991	 1114	 1379	 4095	6910	001
D 	2022-02-05 04:51:47	  66 	c1937 	 2752 	 3537	    1	  683	  991	 1114	 1378	 4095	6908	001
D 	2022-02-05 04:52:47	  67 	c1937 	 2752 	 3537	    1	  683	  990	 1114	 1378	 4095	6908	001
D 	2022-02-05 04:53:47	  67 	c1937 	 2752 	 3539	    0	  682	  991	 1114	 1377	 4095	6912	001
D 	2022-02-05 04:54:47	  66 	c1937 	 2752 	 3539	    1	  682	  991	 1114	 1379	 4095	6912	001
D 	2022-02-05 04:55:47	  69 	c1937 	 2752 	 3537	    1	  683	  991	 1113	 1378	 4095	6908	001
D 	2022-02-05 04:56:47	  70 	c1937 	 2752 	 3536	    1	  683	  991	 1114	 1378	 4095	6906	001
D 	2022-02-05 04:57:47	  67 	c1937 	 2752 	 3536	    1	  682	  991	 1114	 1379	 4095	6906	001
D 	2022-02-05 04:58:47	  67 	c1937 	 2752 	 3537	    1	  682	  991	 1113	 1379	 4095	6908	001
D 	2022-02-05 04:59:47	  69 	c1937 	 2752 	 3537	    1	  683	  991	 1113	 1379	 4095	6908	001
D 	2022-02-05 05:00:47	  68 	c1937 	 2752 	 3537	    1	  683	  991	 1114	 1379	 4095	6908	001
D 	2022-02-05 05:01:47	  69 	c1937 	 2752 	 3537	    1	  682	  991	 1114	 1379	 4095	6908	001
D 	2022-02-05 05:02:47	  69 	c1937 	 2752 	 3536	    0	  683	  991	 1114	 1379	 4095	6906	001
D 	2022-02-05 05:03:47	  69 	c1937 	 2752 	 3536	    0	  683	  991	 1113	 1378	 4095	6906	001
D 	2022-02-05 05:04:47	  69 	c1937 	 2752 	 3537	    1	  683	  991	 1114	 1377	 4095	6908	001
D 	2022-02-05 05:05:47	  69 	c1937 	 2752 	 3536	    1	  682	  989	 1111	 1379	 4095	6906	001
D 	2022-02-05 05:06:47	  68 	c1937 	 2752 	 3538	    1	  683	  990	 1113	 1379	 4095	6910	001
D 	2022-02-05 05:07:47	  69 	c1937 	 2752 	 3535	    1	  682	  991	 1113	 1378	 4095	6904	001
D 	2022-02-05 05:08:47	  68 	c1937 	 2752 	 3536	    1	  683	  991	 1113	 1378	 4095	6906	001
D 	2022-02-05 05:09:47	  67 	c1937 	 2752 	 3535	    1	  683	  991	 1114	 1378	 4095	6904	001
D 	2022-02-05 05:10:47	  68 	c1937 	 2752 	 3536	    1	  683	  991	 1114	 1378	 4095	6906	001
D 	2022-02-05 05:11:47	  69 	c1937 	 2752 	 3535	    1	  682	  991	 1113	 1379	 4095	6904	001
D 	2022-02-05 05:12:47	  69 	c1937 	 2752 	 3535	    0	  683	  991	 1114	 1379	 4095	6904	001
D 	2022-02-05 05:13:47	  70 	c1937 	 2752 	 3535	    1	  683	  991	 1114	 1379	 4095	6904	001
D 	2022-02-05 05:14:47	  67 	c1937 	 2752 	 3536	    1	  682	  991	 1114	 1378	 4095	6906	001
D 	2022-02-05 05:15:47	  69 	c1937 	 2752 	 3535	    1	  683	  990	 1113	 1380	 4095	6904	001
D 	2022-02-05 05:16:47	  69 	c1937 	 2752 	 3536	    1	  683	  991	 1114	 1378	 4095	6906	001
D 	2022-02-05 05:17:47	  67 	c1937 	 2752 	 3535	    1	  682	  990	 1113	 1378	 4095	6904	001
D 	2022-02-05 05:18:47	  68 	c1937 	 2752 	 3535	    1	  683	  990	 1114	 1378	 4095	6904	001
D 	2022-02-05 05:19:47	  67 	c1937 	 2752 	 3534	    1	  683	  991	 1114	 1378	 4095	6902	001
D 	2022-02-05 05:20:47	  69 	c1937 	 2752 	 3535	    1	  683	  991	 1114	 1377	 4095	6904	001
D 	2022-02-05 05:21:47	  69 	c1937 	 2752 	 3533	    1	  683	  991	 1113	 1379	 4095	6900	001
D 	2022-02-05 05:22:47	  68 	c1937 	 2752 	 3535	    1	  683	  991	 1113	 1378	 4095	6904	001
D 	2022-02-05 05:23:47	  67 	c1937 	 2752 	 3534	    1	  683	  991	 1113	 1378	 4095	6902	001
D 	2022-02-05 05:24:47	  67 	c1937 	 2752 	 3534	    1	  683	  991	 1113	 1379	 4095	6902	001
D 	2022-02-05 05:25:47	  68 	c1937 	 2752 	 3534	    0	  682	  990	 1114	 1379	 4095	6902	001
D 	2022-02-05 05:26:47	  70 	c1937 	 2752 	 3532	    1	  683	  991	 1114	 1378	 4095	6898	001
D 	2022-02-05 05:27:47	  67 	c1937 	 2752 	 3533	    1	  683	  991	 1114	 1377	 4095	6900	001
D 	2022-02-05 05:28:47	  68 	c1937 	 2752 	 3533	    1	  682	  991	 1114	 1378	 4095	6900	001
D 	2022-02-05 05:29:47	  68 	c1937 	 2752 	 3534	    1	  682	  991	 1114	 1379	 4095	6902	001
D 	2022-02-05 05:30:47	  69 	c1937 	 2752 	 3532	    1	  682	  991	 1113	 1379	 4095	6898	001
D 	2022-02-05 05:31:47	  69 	c1937 	 2752 	 3534	    1	  683	  992	 1107	 1379	 4095	6902	001
D 	2022-02-05 05:32:47	  69 	c1937 	 2752 	 3534	    1	  683	  991	 1114	 1378	 4095	6902	001
T 	2022-02-05 05:32:49	 505 	c1937 	 2752 
S
D 	2022-02-05 05:33:47	  69 	c1937 	 2752 	 3532	    1	  683	  991	 1113	 1379	 4095	6898	001
D 	2022-02-05 05:34:47	  70 	c1937 	 2752 	 3531	    1	  683	  990	 1114	 1377	 4095	6896	001
D 	2022-02-05 05:35:47	  68 	c1937 	 2752 	 3531	    1	  682	  991	 1114	 1378	 4095	6896	001
D 	2022-02-05 05:36:47	  68 	c1937 	 2752 	 3531	    1	  682	  990	 1113	 1379	 4095	6896	001
D 	2022-02-05 05:37:47	  67 	c1937 	 2752 	 3529	    1	  683	  990	 1114	 1377	 4095	6892	001
D 	2022-02-05 05:38:47	  68 	c1937 	 2752 	 3532	    1	  682	  990	 1113	 1379	 4095	6898	001
D 	2022-02-05 05:39:47	  68 	c1937 	 2752 	 3532	    1	  683	  991	 1113	 1378	 4095	6898	001
D 	2022-02-05 05:40:47	  69 	c1937 	 2752 	 3533	    1	  682	  990	 1114	 1379	 4095	6900	001
D 	2022-02-05 05:41:47	  70 	c1937 	 2752 	 3531	    2	  686	  994	 1110	 1379	 4095	6896	001
