F 	Date            	Hmsec 	ID   	Event 	Batt 	Light 	   T1 	   T2  	   T3 	   TC 	 Hall  	Batt(mV) 	CoreTemp(C)
D 	2022-02-05 11:29:47	  70 	c1937 	 2762 	 3495	 3490	 1183	 1236	 1233	 1414	 4095	6826	008
D 	2022-02-05 11:30:47	  67 	c1937 	 2762 	 3497	 3318	 1136	 1164	 1233	 1414	 4095	6830	008
D 	2022-02-05 11:31:47	  69 	c1937 	 2762 	 3496	 3149	 1124	 1169	 1231	 1413	 4095	6828	008
D 	2022-02-05 11:32:47	  70 	c1937 	 2762 	 3494	 2988	 1132	 1169	 1230	 1414	 4095	6824	008
D 	2022-02-05 11:33:47	  69 	c1937 	 2762 	 3496	 2660	 1085	 1168	 1230	 1415	 4095	6828	008
D 	2022-02-05 11:34:47	  65 	c1937 	 2762 	 3495	 2403	 1060	 1168	 1231	 1414	 4095	6826	008
D 	2022-02-05 11:35:47	  66 	c1937 	 2762 	 3496	 2119	 1025	 1166	 1235	 1413	 4095	6828	008
T 	2022-02-05 11:36:20	 590 	c1937 	 2762 
S
D 	2022-02-05 11:36:47	  68 	c1937 	 2762 	 3494	 2460	 1093	 1168	 1230	 1414	 4095	6824	008
D 	2022-02-05 11:37:47	  69 	c1937 	 2762 	 3496	 2616	 1085	 1168	 1231	 1413	 4095	6828	008
D 	2022-02-05 11:38:47	  69 	c1937 	 2762 	 3496	 2851	 1130	 1167	 1235	 1414	 4095	6828	008
D 	2022-02-05 11:39:47	  69 	c1937 	 2762 	 3496	 2832	 1139	 1167	 1235	 1413	 4095	6828	008
D 	2022-02-05 11:40:47	  69 	c1937 	 2762 	 3496	 2395	 1046	 1171	 1233	 1413	 4095	6828	008
D 	2022-02-05 11:41:47	  69 	c1937 	 2762 	 3493	 2305	 1110	 1171	 1232	 1413	 4095	6822	008
D 	2022-02-05 11:42:47	  68 	c1937 	 2763 	 3494	 2753	 1101	 1168	 1230	 1414	 4095	6824	008
D 	2022-02-05 11:43:47	  70 	c1937 	 2763 	 3494	 2564	 1121	 1165	 1232	 1413	 4095	6824	008
D 	2022-02-05 11:44:47	  68 	c1937 	 2763 	 3492	 2533	 1067	 1168	 1229	 1413	 4095	6820	008
D 	2022-02-05 11:45:47	  65 	c1937 	 2763 	 3492	 2574	 1103	 1171	 1233	 1415	 4095	6820	008
D 	2022-02-05 11:46:47	  69 	c1937 	 2763 	 3493	 2508	 1071	 1171	 1232	 1415	 4095	6822	008
D 	2022-02-05 11:47:47	  69 	c1937 	 2763 	 3492	 1941	 1033	 1165	 1234	 1415	 4095	6820	008
D 	2022-02-05 11:48:47	  70 	c1937 	 2763 	 3493	 1795	 1042	 1167	 1235	 1414	 4095	6822	008
D 	2022-02-05 11:49:47	  69 	c1937 	 2763 	 3491	 1798	 1035	 1168	 1230	 1413	 4095	6818	008
D 	2022-02-05 11:50:47	  67 	c1937 	 2763 	 3492	 1608	  970	 1110	 1171	 1414	 4095	6820	008
D 	2022-02-05 11:51:47	  69 	c1937 	 2763 	 3492	 1548	 1002	 1111	 1171	 1415	 4095	6820	008
D 	2022-02-05 11:52:47	  68 	c1937 	 2763 	 3491	 1797	 1041	 1165	 1233	 1414	 4095	6818	008
D 	2022-02-05 11:53:47	  69 	c1937 	 2763 	 3491	 1804	 1038	 1170	 1232	 1415	 4095	6818	008
D 	2022-02-05 11:54:47	  69 	c1937 	 2763 	 3491	 1833	 1008	 1107	 1168	 1414	 4095	6818	008
D 	2022-02-05 11:55:47	  68 	c1937 	 2763 	 3491	 1828	 1018	 1110	 1171	 1413	 4095	6818	008
D 	2022-02-05 11:56:47	  69 	c1937 	 2763 	 3491	 1928	 1056	 1166	 1235	 1413	 4095	6818	008
D 	2022-02-05 11:57:47	  69 	c1937 	 2763 	 3491	 1858	 1005	 1111	 1171	 1412	 4095	6818	007
D 	2022-02-05 11:58:47	  70 	c1937 	 2763 	 3491	 1736	  985	 1107	 1168	 1414	 4095	6818	008
D 	2022-02-05 11:59:47	  68 	c1937 	 2763 	 3493	 1694	 1004	 1111	 1172	 1413	 4095	6822	008
D 	2022-02-05 12:00:47	  69 	c1937 	 2763 	 3490	 1810	 1028	 1167	 1235	 1412	 4095	6816	007
D 	2022-02-05 12:01:47	  67 	c1937 	 2763 	 3492	 1851	 1004	 1110	 1171	 1414	 4095	6820	008
D 	2022-02-05 12:02:47	  67 	c1937 	 2763 	 3494	 1883	  985	 1107	 1168	 1413	 4095	6824	008
D 	2022-02-05 12:03:47	  66 	c1937 	 2763 	 3493	 1953	 1033	 1165	 1234	 1413	 4095	6822	008
D 	2022-02-05 12:04:47	  67 	c1937 	 2763 	 3494	 1910	  992	 1107	 1168	 1413	 4095	6824	008
D 	2022-02-05 12:05:47	  69 	c1937 	 2763 	 3494	 2088	 1036	 1168	 1230	 1413	 4095	6824	008
D 	2022-02-05 12:06:47	  70 	c1937 	 2763 	 3489	 1947	 1034	 1168	 1231	 1413	 4095	6814	008
D 	2022-02-05 12:07:47	  65 	c1937 	 2763 	 3492	 1922	 1057	 1166	 1235	 1414	 4095	6820	008
D 	2022-02-05 12:08:47	  69 	c1937 	 2763 	 3492	 1951	 1025	 1165	 1233	 1413	 4095	6820	008
D 	2022-02-05 12:09:47	  67 	c1937 	 2763 	 3492	 1867	  994	 1110	 1171	 1412	 4095	6820	007
D 	2022-02-05 12:10:47	  66 	c1937 	 2763 	 3493	 1805	 1026	 1168	 1230	 1414	 4095	6822	008
D 	2022-02-05 12:11:47	  69 	c1937 	 2763 	 3491	 1863	  995	 1110	 1171	 1411	 4095	6818	007
D 	2022-02-05 12:12:47	  70 	c1937 	 2763 	 3490	 1927	 1051	 1168	 1230	 1412	 4095	6816	007
D 	2022-02-05 12:13:47	  69 	c1937 	 2763 	 3490	 1986	 1011	 1111	 1171	 1414	 4095	6816	008
D 	2022-02-05 12:14:47	  67 	c1937 	 2763 	 3490	 1929	 1050	 1167	 1235	 1411	 4095	6816	007
D 	2022-02-05 12:15:47	  67 	c1937 	 2763 	 3491	 1846	 1004	 1110	 1171	 1412	 4095	6818	007
D 	2022-02-05 12:16:47	  68 	c1937 	 2763 	 3490	 1850	 1003	 1111	 1172	 1413	 4095	6816	008
D 	2022-02-05 12:17:47	  67 	c1937 	 2763 	 3491	 1967	 1019	 1168	 1231	 1412	 4095	6818	007
T 	2022-02-05 12:18:32	 286 	c1937 	 2763 
S
D 	2022-02-05 12:18:47	  64 	c1937 	 2763 	 3494	 2415	 1058	 1167	 1236	 1413	 4095	6824	008
D 	2022-02-05 12:19:47	  68 	c1937 	 2763 	 3489	 2352	 1063	 1171	 1233	 1413	 4095	6814	008
D 	2022-02-05 12:20:47	  70 	c1937 	 2763 	 3489	 2169	 1024	 1165	 1233	 1413	 4095	6814	008
D 	2022-02-05 12:21:47	  66 	c1937 	 2763 	 3491	 2224	 1051	 1168	 1231	 1414	 4095	6818	008
D 	2022-02-05 12:22:47	  69 	c1937 	 2763 	 3490	 2463	 1082	 1168	 1230	 1412	 4095	6816	007
D 	2022-02-05 12:23:47	  68 	c1937 	 2763 	 3490	 2587	 1105	 1165	 1233	 1413	 4095	6816	008
D 	2022-02-05 12:24:47	  67 	c1937 	 2763 	 3492	 2534	 1070	 1171	 1233	 1414	 4095	6820	008
D 	2022-02-05 12:25:47	  68 	c1937 	 2763 	 3492	 2328	 1075	 1168	 1230	 1415	 4095	6820	008
D 	2022-02-05 12:26:47	  65 	c1937 	 2763 	 3489	 2315	 1093	 1169	 1229	 1414	 4095	6814	008
D 	2022-02-05 12:27:47	  69 	c1937 	 2763 	 3491	 2347	 1068	 1168	 1230	 1414	 4095	6818	008
D 	2022-02-05 12:28:47	  67 	c1937 	 2763 	 3489	 2522	 1053	 1168	 1230	 1414	 4095	6814	008
D 	2022-02-05 12:29:47	  66 	c1937 	 2763 	 3491	 2689	 1144	 1164	 1233	 1415	 4095	6818	008
D 	2022-02-05 12:30:47	  69 	c1937 	 2763 	 3489	 2711	 1115	 1168	 1230	 1413	 4095	6814	008
D 	2022-02-05 12:31:47	  68 	c1937 	 2763 	 3491	 2782	 1080	 1166	 1235	 1415	 4095	6818	008
D 	2022-02-05 12:32:47	  66 	c1937 	 2763 	 3491	 2568	 1127	 1171	 1233	 1414	 4095	6818	008
D 	2022-02-05 12:33:47	  69 	c1937 	 2763 	 3488	 2467	 1091	 1168	 1230	 1413	 4095	6812	008
D 	2022-02-05 12:34:47	  69 	c1937 	 2763 	 3491	 2671	 1085	 1168	 1230	 1414	 4095	6818	008
D 	2022-02-05 12:35:47	  70 	c1937 	 2763 	 3488	 2612	 1083	 1168	 1230	 1414	 4095	6812	008
D 	2022-02-05 12:36:47	  67 	c1937 	 2763 	 3488	 2495	 1071	 1171	 1233	 1414	 4095	6812	008
D 	2022-02-05 12:37:47	  67 	c1937 	 2763 	 3492	 2382	 1055	 1171	 1232	 1415	 4095	6820	008
D 	2022-02-05 12:38:47	  67 	c1937 	 2763 	 3489	 2483	 1073	 1165	 1233	 1414	 4095	6814	008
D 	2022-02-05 12:39:47	  69 	c1937 	 2763 	 3491	 2531	 1071	 1171	 1232	 1415	 4095	6818	008
D 	2022-02-05 12:40:47	  67 	c1937 	 2763 	 3488	 2490	 1067	 1168	 1230	 1415	 4095	6812	008
D 	2022-02-05 12:41:47	  67 	c1937 	 2763 	 3489	 2917	 1110	 1171	 1232	 1414	 4095	6814	008
D 	2022-02-05 12:42:47	  68 	c1937 	 2763 	 3490	 3064	 1114	 1168	 1230	 1415	 4095	6816	008
D 	2022-02-05 12:43:47	  66 	c1937 	 2763 	 3488	 3252	 1145	 1164	 1233	 1415	 4095	6812	008
D 	2022-02-05 12:44:47	  69 	c1937 	 2763 	 3491	 3069	 1115	 1169	 1231	 1415	 4095	6818	008
D 	2022-02-05 12:45:47	  68 	c1937 	 2763 	 3490	 3021	 1106	 1168	 1230	 1416	 4095	6816	008
T 	2022-02-05 12:45:48	 405 	c1937 	 2763 
S
D 	2022-02-05 12:46:47	  68 	c1937 	 2763 	 3488	 2839	 1131	 1168	 1230	 1415	 4095	6812	008
D 	2022-02-05 12:47:47	  64 	c1937 	 2763 	 3491	 3086	 1158	 1235	 1234	 1415	 4095	6818	008
D 	2022-02-05 12:48:47	  66 	c1937 	 2763 	 3420	 2925	 1112	 1163	 1232	 1416	 4095	6679	008
D 	2022-02-05 12:49:47	  67 	c1937 	 2763 	 3488	 2982	 1134	 1172	 1233	 1416	 4095	6812	008
D 	2022-02-05 12:50:47	  69 	c1937 	 2763 	 3491	 3090	 1160	 1231	 1237	 1416	 4095	6818	008
D 	2022-02-05 12:51:47	  68 	c1937 	 2763 	 3489	 3295	 1140	 1168	 1231	 1416	 4095	6814	008
D 	2022-02-05 12:52:47	  65 	c1937 	 2763 	 3487	 3287	 1124	 1168	 1230	 1416	 4095	6810	008
D 	2022-02-05 12:53:47	  68 	c1937 	 2763 	 3488	 3399	 1153	 1231	 1236	 1417	 4095	6812	008
D 	2022-02-05 12:54:47	  66 	c1937 	 2763 	 3487	 3311	 1145	 1165	 1233	 1416	 4095	6810	008
D 	2022-02-05 12:55:47	  67 	c1937 	 2763 	 3491	 2817	 1163	 1233	 1230	 1417	 4095	6818	008
D 	2022-02-05 12:56:47	  65 	c1937 	 2763 	 3487	 2867	 1110	 1171	 1233	 1417	 4095	6810	008
D 	2022-02-05 12:57:47	  69 	c1937 	 2763 	 3487	 2787	 1101	 1168	 1230	 1415	 4095	6810	008
D 	2022-02-05 12:58:47	  69 	c1937 	 2763 	 3487	 2829	 1147	 1232	 1230	 1418	 4095	6810	008
D 	2022-02-05 12:59:47	  69 	c1937 	 2763 	 3490	 2928	 1109	 1168	 1231	 1417	 4095	6816	008
D 	2022-02-05 13:00:47	  69 	c1937 	 2763 	 3489	 2823	 1151	 1234	 1233	 1418	 4095	6814	008
D 	2022-02-05 13:01:47	  68 	c1937 	 2763 	 3489	 3027	 1111	 1172	 1232	 1417	 4095	6814	008
D 	2022-02-05 13:02:47	  70 	c1937 	 2763 	 3487	 2807	 1089	 1165	 1233	 1417	 4095	6810	008
D 	2022-02-05 13:03:47	  67 	c1937 	 2763 	 3490	 2707	 1122	 1167	 1236	 1417	 4095	6816	008
D 	2022-02-05 13:04:47	  69 	c1937 	 2763 	 3489	 2795	 1102	 1172	 1233	 1417	 4095	6814	008
D 	2022-02-05 13:05:47	  69 	c1937 	 2763 	 3489	 2673	 1081	 1165	 1234	 1417	 4095	6814	008
D 	2022-02-05 13:06:47	  68 	c1937 	 2763 	 3490	 2555	 1071	 1171	 1233	 1418	 4095	6816	008
D 	2022-02-05 13:07:47	  70 	c1937 	 2763 	 3489	 2430	 1054	 1171	 1233	 1417	 4095	6814	008
D 	2022-02-05 13:08:47	  65 	c1937 	 2763 	 3489	 2382	 1057	 1165	 1233	 1418	 4095	6814	008
D 	2022-02-05 13:09:47	  65 	c1937 	 2763 	 3489	 2371	 1063	 1171	 1232	 1418	 4095	6814	008
D 	2022-02-05 13:10:47	  69 	c1937 	 2763 	 3488	 2363	 1055	 1171	 1233	 1417	 4095	6812	008
D 	2022-02-05 13:11:47	  66 	c1937 	 2763 	 3486	 2412	 1061	 1168	 1230	 1417	 4095	6808	008
T 	2022-02-05 13:12:16	   6 	c1937 	 2763 
S
D 	2022-02-05 13:12:47	  67 	c1937 	 2763 	 3486	 2585	 1108	 1168	 1230	 1417	 4095	6808	008
D 	2022-02-05 13:13:47	  64 	c1937 	 2763 	 3488	 2664	 1092	 1168	 1231	 1418	 4095	6812	008
D 	2022-02-05 13:14:47	  68 	c1937 	 2763 	 3489	 2584	 1107	 1168	 1231	 1417	 4095	6814	008
D 	2022-02-05 13:15:47	  69 	c1937 	 2763 	 3488	 2718	 1115	 1168	 1231	 1417	 4095	6812	008
D 	2022-02-05 13:16:47	  68 	c1937 	 2763 	 3489	 2558	 1134	 1172	 1233	 1417	 4095	6814	008
D 	2022-02-05 13:17:47	  64 	c1937 	 2763 	 3488	 2465	 1098	 1167	 1235	 1418	 4095	6812	008
D 	2022-02-05 13:18:47	  68 	c1937 	 2763 	 3489	 2523	 1064	 1166	 1235	 1417	 4095	6814	008
D 	2022-02-05 13:19:47	  66 	c1937 	 2763 	 3486	 2432	 1128	 1165	 1233	 1418	 4095	6808	008
D 	2022-02-05 13:20:47	  68 	c1937 	 2763 	 3488	 2589	 1102	 1171	 1233	 1418	 4095	6812	008
D 	2022-02-05 13:21:47	  67 	c1937 	 2763 	 3489	 2499	 1076	 1168	 1231	 1417	 4095	6814	008
D 	2022-02-05 13:22:47	  65 	c1937 	 2763 	 3487	 2625	 1090	 1168	 1230	 1419	 4095	6810	009
D 	2022-02-05 13:23:47	  68 	c1937 	 2763 	 3489	 2508	 1072	 1165	 1233	 1417	 4095	6814	008
D 	2022-02-05 13:24:47	  69 	c1937 	 2763 	 3487	 2663	 1087	 1172	 1233	 1417	 4095	6810	008
D 	2022-02-05 13:25:47	  69 	c1937 	 2763 	 3487	 2507	 1073	 1165	 1233	 1417	 4095	6810	008
D 	2022-02-05 13:26:47	  68 	c1937 	 2763 	 3487	 2451	 1103	 1172	 1233	 1418	 4095	6810	008
D 	2022-02-05 13:27:47	  67 	c1937 	 2763 	 3487	 2454	 1098	 1168	 1229	 1419	 4095	6810	009
D 	2022-02-05 13:28:47	  69 	c1937 	 2763 	 3487	 2404	 1064	 1166	 1235	 1418	 4095	6810	008
D 	2022-02-05 13:29:47	  68 	c1937 	 2763 	 3487	 2539	 1078	 1171	 1233	 1419	 4095	6810	009
D 	2022-02-05 13:30:47	  68 	c1937 	 2763 	 3487	 2400	 1067	 1168	 1230	 1418	 4095	6810	008
D 	2022-02-05 13:31:47	  68 	c1937 	 2763 	 3487	 2340	 1081	 1165	 1233	 1419	 4095	6810	009
D 	2022-02-05 13:32:47	  69 	c1937 	 2763 	 3487	 2569	 1127	 1172	 1233	 1418	 4095	6810	008
D 	2022-02-05 13:33:47	  66 	c1937 	 2763 	 3486	 2414	 1062	 1171	 1233	 1418	 4095	6808	008
T 	2022-02-05 13:34:37	  59 	c1937 	 2763 
S
D 	2022-02-05 13:34:47	  66 	c1937 	 2763 	 3484	 2467	 1093	 1168	 1230	 1418	 4095	6804	008
D 	2022-02-05 13:35:47	  69 	c1937 	 2763 	 3487	 2808	 1097	 1165	 1233	 1419	 4095	6810	009
D 	2022-02-05 13:36:47	  68 	c1937 	 2763 	 3483	 2770	 1087	 1172	 1233	 1418	 4095	6802	008
D 	2022-02-05 13:37:47	  68 	c1937 	 2763 	 3487	 3039	 1116	 1169	 1231	 1420	 4095	6810	009
D 	2022-02-05 13:38:47	  66 	c1937 	 2763 	 3483	 3046	 1124	 1169	 1230	 1419	 4095	6802	009
D 	2022-02-05 13:39:47	  67 	c1937 	 2763 	 3483	 2963	 1151	 1235	 1233	 1419	 4095	6802	009
D 	2022-02-05 13:40:47	  66 	c1937 	 2763 	 3484	 2848	 1135	 1172	 1233	 1421	 4095	6804	009
D 	2022-02-05 13:41:47	  69 	c1937 	 2763 	 3487	 2850	 1128	 1165	 1233	 1418	 4095	6810	008
D 	2022-02-05 13:42:47	  70 	c1937 	 2763 	 3484	 2785	 1103	 1171	 1233	 1420	 4095	6804	009
D 	2022-02-05 13:43:47	  69 	c1937 	 2763 	 3485	 2801	 1094	 1171	 1233	 1421	 4095	6806	009
D 	2022-02-05 13:44:47	  68 	c1937 	 2763 	 3484	 2851	 1132	 1168	 1231	 1420	 4095	6804	009
D 	2022-02-05 13:45:47	  67 	c1937 	 2763 	 3487	 2904	 1102	 1171	 1233	 1421	 4095	6810	009
D 	2022-02-05 13:46:47	  69 	c1937 	 2763 	 3484	 2951	 1167	 1236	 1233	 1420	 4095	6804	009
D 	2022-02-05 13:47:47	  68 	c1937 	 2763 	 3485	 2889	 1112	 1165	 1233	 1421	 4095	6806	009
D 	2022-02-05 13:48:47	  67 	c1937 	 2763 	 3486	 2659	 1093	 1169	 1230	 1421	 4095	6808	009
D 	2022-02-05 13:49:47	  69 	c1937 	 2763 	 3484	 2535	 1076	 1168	 1230	 1421	 4095	6804	009
D 	2022-02-05 13:50:47	  69 	c1937 	 2763 	 3486	 2368	 1066	 1168	 1230	 1420	 4095	6808	009
D 	2022-02-05 13:51:47	  65 	c1937 	 2763 	 3485	 2251	 1045	 1169	 1230	 1420	 4095	6806	009
D 	2022-02-05 13:52:47	  69 	c1937 	 2763 	 3486	 2274	 1046	 1170	 1233	 1419	 4095	6808	009
D 	2022-02-05 13:53:47	  66 	c1937 	 2763 	 3486	 2411	 1064	 1165	 1233	 1421	 4095	6808	009
D 	2022-02-05 13:54:47	  66 	c1937 	 2763 	 3484	 2327	 1087	 1171	 1233	 1421	 4095	6804	009
D 	2022-02-05 13:55:47	  69 	c1937 	 2763 	 3482	 2089	 1046	 1170	 1233	 1420	 4095	6800	009
D 	2022-02-05 13:56:47	  66 	c1937 	 2763 	 3485	 1984	 1024	 1165	 1233	 1421	 4095	6806	009
D 	2022-02-05 13:57:47	  67 	c1937 	 2763 	 3484	 1873	  994	 1110	 1171	 1420	 4095	6804	009
D 	2022-02-05 13:58:47	  68 	c1937 	 2763 	 3484	 1822	 1026	 1167	 1235	 1421	 4095	6804	009
D 	2022-02-05 13:59:47	  68 	c1937 	 2763 	 3485	 1772	  988	 1111	 1172	 1420	 4095	6806	009
T 	2022-02-05 13:59:48	 351 	c1937 	 2763 
S
D 	2022-02-05 14:00:47	  69 	c1937 	 2763 	 3485	 1786	  980	 1111	 1171	 1420	 4095	6806	009
D 	2022-02-05 14:01:47	  66 	c1937 	 2763 	 3484	 1760	  988	 1111	 1172	 1421	 4095	6804	009
D 	2022-02-05 14:02:47	  68 	c1937 	 2763 	 3484	 1727	  987	 1111	 1171	 1419	 4095	6804	009
D 	2022-02-05 14:03:47	  68 	c1937 	 2763 	 3416	 1747	  979	 1110	 1171	 1420	 4095	6671	009
D 	2022-02-05 14:04:47	  69 	c1937 	 2763 	 3485	 1784	  981	 1111	 1172	 1419	 4095	6806	009
D 	2022-02-05 14:05:47	  65 	c1937 	 2763 	 3482	 1807	 1031	 1170	 1233	 1419	 4095	6800	009
D 	2022-02-05 14:06:47	  68 	c1937 	 2763 	 3484	 1854	 1006	 1114	 1168	 1419	 4095	6804	009
D 	2022-02-05 14:07:47	  68 	c1937 	 2763 	 3484	 1938	 1050	 1168	 1231	 1419	 4095	6804	009
D 	2022-02-05 14:08:47	  67 	c1937 	 2763 	 3484	 2041	 1007	 1115	 1168	 1420	 4095	6804	009
D 	2022-02-05 14:09:47	  70 	c1937 	 2763 	 3484	 2070	 1056	 1166	 1236	 1420	 4095	6804	009
D 	2022-02-05 14:10:47	  66 	c1937 	 2763 	 3484	 2070	 1058	 1168	 1230	 1420	 4095	6804	009
D 	2022-02-05 14:11:47	  69 	c1937 	 2763 	 3481	 2049	 1081	 1165	 1233	 1419	 4095	6798	009
D 	2022-02-05 14:12:47	  68 	c1937 	 2763 	 3485	 2057	 1068	 1168	 1230	 1420	 4095	6806	009
D 	2022-02-05 14:13:47	  70 	c1937 	 2763 	 3481	 2019	 1015	 1114	 1168	 1420	 4095	6798	009
D 	2022-02-05 14:14:47	  68 	c1937 	 2763 	 3481	 2003	 1007	 1115	 1168	 1419	 4095	6798	009
D 	2022-02-05 14:15:47	  70 	c1937 	 2763 	 3479	 1958	 1034	 1167	 1235	 1420	 4095	6794	009
D 	2022-02-05 14:16:47	  66 	c1937 	 2763 	 3483	 1906	  999	 1114	 1167	 1420	 4095	6802	009
D 	2022-02-05 14:17:47	  68 	c1937 	 2763 	 3482	 1864	 1006	 1115	 1168	 1421	 4095	6800	009
D 	2022-02-05 14:18:47	  69 	c1937 	 2763 	 3483	 1819	 1020	 1110	 1171	 1420	 4095	6802	009
D 	2022-02-05 14:19:47	  67 	c1937 	 2763 	 3484	 1799	 1039	 1171	 1233	 1420	 4095	6804	009
D 	2022-02-05 14:20:47	  65 	c1937 	 2763 	 3483	 1781	  976	 1107	 1168	 1420	 4095	6802	009
D 	2022-02-05 14:21:47	  64 	c1937 	 2763 	 3483	 1788	  981	 1111	 1172	 1420	 4095	6802	009
D 	2022-02-05 14:22:47	  69 	c1937 	 2763 	 3482	 1811	 1029	 1168	 1231	 1421	 4095	6800	009
T 	2022-02-05 14:23:07	 413 	c1937 	 2763 
S
D 	2022-02-05 14:23:47	  67 	c1937 	 2763 	 3483	 1837	 1010	 1111	 1172	 1419	 4095	6802	009
D 	2022-02-05 14:24:47	  66 	c1937 	 2763 	 3482	 1863	 1000	 1107	 1168	 1419	 4095	6800	009
D 	2022-02-05 14:25:47	  66 	c1937 	 2763 	 3482	 1879	  994	 1110	 1172	 1420	 4095	6800	009
D 	2022-02-05 14:26:47	  65 	c1937 	 2763 	 3483	 1868	 1002	 1111	 1172	 1418	 4095	6802	008
D 	2022-02-05 14:27:47	  67 	c1937 	 2763 	 3480	 1859	 1001	 1107	 1168	 1421	 4095	6796	009
D 	2022-02-05 14:28:47	  65 	c1937 	 2763 	 3479	 1834	 1017	 1106	 1167	 1420	 4095	6794	009
D 	2022-02-05 14:29:47	  69 	c1937 	 2763 	 3484	 1812	 1033	 1165	 1233	 1419	 4095	6804	009
D 	2022-02-05 14:30:47	  65 	c1937 	 2763 	 3480	 1806	 1039	 1170	 1233	 1420	 4095	6796	009
D 	2022-02-05 14:31:47	  67 	c1937 	 2763 	 3481	 1773	  982	 1114	 1168	 1419	 4095	6798	009
D 	2022-02-05 14:32:47	  69 	c1937 	 2763 	 3481	 1722	  988	 1111	 1172	 1419	 4095	6798	009
D 	2022-02-05 14:33:47	  70 	c1937 	 2763 	 3479	 1676	 1021	 1168	 1230	 1419	 4095	6794	009
D 	2022-02-05 14:34:47	  69 	c1937 	 2763 	 3483	 1649	  959	 1114	 1167	 1419	 4095	6802	009
D 	2022-02-05 14:35:47	  69 	c1937 	 2763 	 3481	 1661	 1033	 1165	 1233	 1419	 4095	6798	009
D 	2022-02-05 14:36:47	  68 	c1937 	 2763 	 3482	 1666	 1033	 1165	 1233	 1420	 4095	6800	009
D 	2022-02-05 14:37:47	  67 	c1937 	 2763 	 3481	 1632	  973	 1111	 1171	 1420	 4095	6798	009
D 	2022-02-05 14:38:47	  70 	c1937 	 2763 	 3479	 1615	  966	 1114	 1168	 1420	 4095	6794	009
D 	2022-02-05 14:39:47	  69 	c1937 	 2763 	 3482	 1645	  966	 1114	 1168	 1419	 4095	6800	009
D 	2022-02-05 14:40:47	  69 	c1937 	 2763 	 3479	 1608	  972	 1111	 1172	 1420	 4095	6794	009
D 	2022-02-05 14:41:47	  68 	c1937 	 2763 	 3479	 1564	  993	 1107	 1169	 1419	 4095	6794	009
D 	2022-02-05 14:42:47	  67 	c1937 	 2763 	 3482	 1530	  946	 1110	 1171	 1420	 4095	6800	009
D 	2022-02-05 14:43:47	  70 	c1937 	 2763 	 3477	 1526	  948	 1111	 1172	 1420	 4095	6791	009
D 	2022-02-05 14:44:47	  70 	c1937 	 2763 	 3479	 1527	  945	 1107	 1168	 1419	 4095	6794	009
D 	2022-02-05 14:45:47	  68 	c1937 	 2763 	 3479	 1511	  952	 1107	 1168	 1420	 4095	6794	009
D 	2022-02-05 14:46:47	  69 	c1937 	 2763 	 3479	 1507	  953	 1108	 1168	 1418	 4095	6794	008
D 	2022-02-05 14:47:47	  67 	c1937 	 2763 	 3479	 1489	  946	 1110	 1171	 1419	 4095	6794	009
D 	2022-02-05 14:48:47	  70 	c1937 	 2763 	 3478	 1445	  968	 1107	 1167	 1419	 4095	6792	009
D 	2022-02-05 14:49:47	  70 	c1937 	 2763 	 3478	 1393	  925	 1110	 1172	 1420	 4095	6792	009
D 	2022-02-05 14:50:47	  65 	c1937 	 2763 	 3479	 1346	  939	 1110	 1172	 1419	 4095	6794	009
D 	2022-02-05 14:51:47	  65 	c1937 	 2763 	 3481	 1376	  937	 1108	 1169	 1419	 4095	6798	009
D 	2022-02-05 14:52:47	  67 	c1937 	 2763 	 3479	 1443	  968	 1108	 1168	 1420	 4095	6794	009
D 	2022-02-05 14:53:47	  67 	c1937 	 2763 	 3480	 1469	  956	 1111	 1172	 1420	 4095	6796	009
T 	2022-02-05 14:54:13	 605 	c1937 	 2763 
S
D 	2022-02-05 14:54:47	  69 	c1937 	 2763 	 3479	 1496	  948	 1111	 1172	 1420	 4095	6794	009
D 	2022-02-05 14:55:47	  69 	c1937 	 2763 	 3480	 1508	  955	 1110	 1172	 1420	 4095	6796	009
D 	2022-02-05 14:56:47	  69 	c1937 	 2763 	 3478	 1496	  948	 1111	 1171	 1420	 4095	6792	009
D 	2022-02-05 14:57:47	  68 	c1937 	 2763 	 3480	 1467	  958	 1113	 1165	 1420	 4095	6796	009
D 	2022-02-05 14:58:47	  64 	c1937 	 2763 	 3479	 1467	  955	 1111	 1171	 1420	 4095	6794	009
D 	2022-02-05 14:59:47	  68 	c1937 	 2763 	 3480	 1431	  979	 1111	 1172	 1419	 4095	6796	009
D 	2022-02-05 15:00:47	  69 	c1937 	 2763 	 3480	 1392	  929	 1108	 1168	 1418	 4095	6796	008
D 	2022-02-05 15:01:47	  67 	c1937 	 2763 	 3478	 1295	  963	 1110	 1171	 1420	 4095	6792	009
D 	2022-02-05 15:02:47	  66 	c1937 	 2763 	 3480	 1182	  933	 1111	 1173	 1421	 4095	6796	009
D 	2022-02-05 15:03:47	  68 	c1937 	 2763 	 3477	 1018	  869	 1051	 1167	 1419	 4095	6791	009
D 	2022-02-05 15:04:47	  67 	c1937 	 2763 	 3479	  927	  894	 1112	 1165	 1420	 4095	6794	009
D 	2022-02-05 15:05:47	  70 	c1937 	 2763 	 3478	  895	  915	 1110	 1171	 1420	 4095	6792	009
